Seq_A,Seq_B,RR,RP,LR,LP
P49841,P98170,1.0,0.5749,0.4419,0.9253
P38936,P49736,0.6982,1.0,0.5898,0.795
Q99986,P84103,0.6763,0.6358,0.8505,1.0
P17036,Q70SY1,1.0,1.0,1.0,0.5043
Q01130,Q16539,0.7159,1.0,0.9707,1.0
P07948,Q03405,1.0,0.0546,1.0,1.0
Q15466,Q92786,0.9803,0.7754,1.0,0.7769
P59190,Q15276,0.5494,1.0,0.6378,0.349
P41587,Q9BQY9,0.3931,1.0,1.0,0.7756
P84022,Q01094,1.0,0.7629,0.7969,0.829
Q9UKG1,P20338,0.3086,0.4732,0.8206,0.3915
P45983,Q49A26,0.6178,1.0,0.7016,0.0795
P02545,Q07955,1.0,0.8626,1.0,0.9109
Q02535,Q92785,1.0,1.0,1.0,0.9611
Q53GS9,O95777,0.4934,0.8237,0.6336,0.2823
O95983,Q9UJW3,0.0839,1.0,0.8582,1.0
Q05513,P67775,0.9687,0.3492,0.7529,0.6634
P62879,Q70SY1,1.0,0.0,0.8816,1.0
P41240,Q9UHX1,0.2923,0.4997,0.5985,1.0
P01137,P61586,0.5992,0.9369,0.9983,0.6259
Q02535,O75446,1.0,1.0,1.0,0.7812
Q00987,P50750,1.0,0.7532,1.0,0.4996
P06703,Q13546,1.0,1.0,0.5092,0.8127
P24941,P29590,1.0,0.6224,1.0,0.3951
P28482,Q15797,0.6136,1.0,1.0,0.9045
P26368,P60842,0.5967,0.6508,1.0,0.4351
Q9H6S3,Q9UDV6,1.0,1.0,0.2477,1.0
Q9BUZ4,O00244,1.0,0.0,0.7274,1.0
Q96CV9,Q7Z434,0.8457,1.0,0.964,0.7042
Q13485,Q15583,0.8771,0.6023,0.3523,0.7598
O15105,P04637,0.925,1.0,1.0,0.9227
Q14186,Q16254,0.5678,1.0,1.0,1.0
Q8TAU0,Q9H9D4,1.0,1.0,0.4572,0.6602
P18847,Q9H2S9,0.3545,1.0,1.0,0.528
Q12933,Q8TDR0,0.3495,1.0,0.46,0.9325
P04141,P15509,1.0,0.7161,1.0,0.9662
P31150,Q14192,1.0,1.0,0.4369,0.3609
Q02040,Q01081,0.7672,1.0,0.5463,0.2057
Q15910,Q07955,1.0,0.8485,0.0,0.4519
P31150,Q93096,1.0,0.921,0.6058,0.7197
P07196,P17661,1.0,0.4018,0.4026,0.3494
Q99576,O43524,0.9553,1.0,1.0,1.0
P18848,Q9UH92,1.0,1.0,0.8166,0.6474
P01100,P49736,1.0,0.7118,1.0,1.0
P04637,P31269,0.388,0.4561,0.5261,1.0
Q16828,Q93096,0.4826,1.0,0.8044,1.0
P28482,Q8N5F7,1.0,0.6205,1.0,1.0
Q05516,O95983,1.0,0.3412,0.7877,0.4881
P27348,O43524,0.4793,1.0,1.0,0.7348
P25963,P36915,1.0,1.0,1.0,0.3576
Q92785,Q9UHR5,0.973,0.7966,1.0,1.0
Q99986,P04637,1.0,0.9629,0.8054,1.0
P04150,P22087,1.0,0.8482,0.4492,0.0778
P55854,Q9UKY1,0.364,0.6413,0.5515,0.7603
P26368,Q08170,1.0,0.7613,0.0427,1.0
P08670,Q13330,0.9002,0.6963,1.0,1.0
O75175,Q70SY1,0.5432,0.2387,1.0,0.5705
P41240,P05230,0.8083,0.5438,1.0,1.0
P31150,Q9H6S3,0.7974,1.0,1.0,0.6922
P08047,P23511,1.0,0.6209,0.7373,1.0
P18847,Q8TAU0,1.0,1.0,0.6949,0.7306
P62136,P78396,0.902,1.0,1.0,0.901
P35222,Q14192,1.0,1.0,0.9055,0.6162
Q9NZQ7,P26038,1.0,0.8512,0.8003,0.7842
Q86Y07,P51452,1.0,0.8,0.4435,1.0
P07196,P21246,0.9175,0.9929,0.1434,0.9491
O60936,Q01130,0.6281,1.0,1.0,1.0
Q07021,Q13952,0.9659,1.0,0.4162,1.0
P18847,Q13547,1.0,0.3396,0.761,1.0
P35222,P04792,1.0,1.0,1.0,0.188
P01137,P17980,0.7532,1.0,0.9648,0.6131
Q92844,P48730,0.2411,0.8085,0.7007,1.0
P28482,P11473,0.5099,0.481,1.0,1.0
O60683,Q92968,0.9115,1.0,1.0,0.0
Q05516,Q96QF0,0.6533,0.8989,1.0,1.0
P20338,P21731,1.0,1.0,1.0,0.6343
P31150,Q92785,0.6024,1.0,0.5826,1.0
P30260,P20226,1.0,1.0,0.6672,1.0
P49736,P31949,0.6433,0.4136,0.9211,1.0
P51149,Q16891,1.0,1.0,1.0,0.0677
P18848,Q02535,0.855,0.4514,1.0,1.0
P51693,Q7L311,1.0,1.0,1.0,1.0
Q15796,P19793,0.6429,0.4756,0.0,1.0
O00623,Q92968,1.0,0.4703,0.3253,0.9398
P49736,P49207,0.7381,0.5904,0.9101,1.0
Q8TBX8,Q9NQX6,0.7415,0.7208,1.0,0.787
P62879,Q9NQX6,0.9386,0.4934,0.6628,1.0
P04792,Q96CV9,0.9166,0.761,0.9917,0.3998
Q07021,Q05513,0.5185,0.9106,1.0,0.5608
P24941,Q9UBD5,0.6666,0.755,1.0,0.689
P51572,P10415,0.7519,0.6126,0.9375,0.7719
O75414,P04637,1.0,1.0,1.0,0.6239
Q14192,Q02535,0.8107,1.0,1.0,0.9475
P04792,Q5T3J3,0.8877,1.0,0.4946,0.8182
P25963,P41240,0.8188,0.7829,0.5978,0.4863
P13631,Q15466,0.7699,0.5239,0.8471,0.2277
P10828,Q92786,0.0,0.4076,0.9712,0.4193
P35240,Q92558,1.0,1.0,0.9523,0.7454
Q9UBP5,Q92575,0.283,0.4072,1.0,0.5076
O43559,P61587,1.0,0.8016,1.0,1.0
Q86XR8,P05230,0.9461,1.0,1.0,0.2953
Q07817,Q9UKY1,0.5656,1.0,1.0,0.6574
P15531,Q13232,1.0,0.7862,0.5623,1.0
P36915,Q92785,1.0,0.8181,1.0,0.7415
P26641,Q9H213,0.4893,1.0,0.8517,1.0
Q93096,Q9UH92,0.6727,0.7842,1.0,1.0
P51677,P17252,1.0,0.0,0.544,0.9322
Q14192,P41240,0.3473,1.0,0.736,1.0
P26368,P26038,0.7663,1.0,0.7496,1.0
Q8TBX8,Q9UHX1,0.4058,1.0,0.9416,0.8655
Q96B97,Q92956,1.0,1.0,0.4956,0.3667
P84022,Q9UM13,1.0,0.4634,0.6858,1.0
P36915,Q9UH92,1.0,0.9827,0.8572,1.0
Q13485,Q9BR65,1.0,1.0,0.6398,1.0
O95361,Q01094,0.7451,0.3277,0.5644,1.0
P38936,Q9UHX1,1.0,0.1787,1.0,0.5681
Q9NY72,Q9UBY5,0.3437,1.0,1.0,0.7823
Q05513,P31946,0.6585,1.0,0.209,1.0
P25490,O75446,1.0,1.0,0.8367,0.7886
P08670,P25963,1.0,1.0,0.3873,0.808
Q8TBX8,Q9UHR5,0.5054,1.0,0.215,0.6658
P17252,P25963,0.8711,1.0,0.6835,0.3307
Q15583,P05067,0.9787,1.0,0.0401,0.8418
P24385,P38936,1.0,0.9396,0.876,0.7291
P63162,Q13363,0.8396,0.8365,0.9373,0.4091
O75400,P21246,0.986,0.9375,0.5771,1.0
Q9UI95,P62873,0.4757,1.0,0.5575,0.8065
P17980,P42771,0.931,1.0,1.0,0.6703
Q93096,Q9UHX1,1.0,1.0,0.9439,0.9126
P26641,Q5T3J3,0.9638,0.9238,1.0,1.0
Q9H9D4,Q9UHX1,0.9468,0.773,1.0,0.841
P18847,Q9UH92,1.0,0.8461,1.0,1.0
P25963,Q93096,0.8003,1.0,0.6119,0.4471
P62873,Q6Y2X3,0.7958,0.7155,1.0,1.0
P15976,Q13547,0.5493,1.0,0.876,0.2582
P38936,P63244,0.8695,0.4783,1.0,1.0
P17036,Q9UHR5,1.0,0.2877,0.5803,1.0
P23297,P25815,1.0,0.6506,1.0,0.7039
Q8NEU8,P51149,0.8539,0.3578,1.0,0.3378
P15531,Q00987,0.7009,0.3743,0.9383,0.6157
Q04771,P05111,1.0,0.8652,0.9699,0.9189
Q8N5F7,Q13546,0.8254,0.9031,1.0,0.745
Q08117,O15379,0.934,1.0,1.0,1.0
P60228,Q8IUI8,0.8738,0.4606,0.967,0.6015
P08621,Q8N5F7,0.7834,0.6224,1.0,0.8615
P17661,P23297,1.0,1.0,1.0,0.1079
Q9UH92,Q9UHR5,0.6135,1.0,1.0,1.0
Q5T3J3,Q7L311,0.9261,0.3524,0.9789,0.5875
P31946,Q13309,1.0,0.665,0.7602,0.7981
Q9UM11,P17980,0.2177,0.4709,0.4783,0.5443
O60936,Q07955,0.0,0.123,0.6096,0.4364
P10276,Q00987,0.3028,0.7734,1.0,0.8777
P28482,P24385,0.971,1.0,0.6085,0.9763
O75175,Q9UHX1,0.8242,0.5916,0.4451,0.6985
P24941,P60228,0.2868,1.0,1.0,1.0
Q68DY1,Q9UHX1,0.7656,0.9386,0.5997,1.0
P28328,Q04724,1.0,0.8903,0.578,0.4598
P26641,Q16891,0.5444,0.2912,0.2938,1.0
O14640,P48729,0.7205,1.0,1.0,1.0
P25963,Q92730,0.478,0.9646,1.0,0.9645
P42771,P29590,0.4394,1.0,1.0,1.0
P43403,Q6PIZ9,0.4889,0.4844,1.0,1.0
O75400,Q9H213,0.6935,1.0,1.0,1.0
Q01094,Q06546,1.0,1.0,1.0,1.0
Q13485,Q13547,0.7787,1.0,0.9304,1.0
Q02535,Q9H2S9,0.0,1.0,0.4138,0.7041
O60936,P63162,1.0,0.5499,0.7744,0.644
P18847,P36915,0.5672,0.5577,0.6492,0.8909
P17980,P04637,1.0,1.0,1.0,1.0
P41240,Q8N2W9,0.2726,0.7555,0.8337,0.7317
P60981,Q9Y2Q3,0.2259,0.8775,1.0,0.176
P49841,P08621,1.0,0.9761,0.4511,0.7055
Q8IUC6,Q13077,0.2428,0.8438,0.8701,0.5553
O75414,P05067,1.0,0.4043,1.0,1.0
P15976,Q13077,1.0,0.977,0.4257,1.0
Q99986,P55209,1.0,0.9039,0.5497,0.8773
O00623,O60683,0.4345,0.5517,0.7656,0.5582
P84022,P36897,1.0,0.8468,0.7202,0.1818
P25815,P31269,0.8837,0.7233,0.9239,1.0
P06493,O75496,0.9436,0.9447,1.0,0.7831
P17036,Q93096,0.5344,0.6438,0.8745,0.9454
O75175,Q9H2S9,0.9767,0.7437,0.9189,0.7077
P04792,Q9BUB5,1.0,0.6979,0.8732,0.8123
P04141,P26951,0.9428,0.585,0.7312,1.0
Q8TDR0,Q9BUZ4,0.8014,1.0,1.0,0.8258
Q15796,P48730,0.3495,0.9809,0.7436,1.0
Q05516,P06493,1.0,1.0,0.7502,1.0
Q96EV8,P48729,1.0,1.0,0.2173,0.7546
P18848,Q16828,0.8765,1.0,1.0,0.9501
P36915,Q16828,1.0,0.9818,0.9157,1.0
Q92730,Q9H6S3,1.0,0.5767,0.5585,0.9653
Q16828,Q68DY1,0.3136,0.9465,1.0,0.6417
P62879,Q6Y2X3,0.0,0.6182,0.7012,0.7076
P18847,Q14192,0.626,0.9313,0.8152,1.0
Q12933,Q9UKG1,0.7343,0.8771,1.0,0.5482
P38936,P11802,1.0,0.4629,1.0,0.9475
O15116,O94906,0.3033,0.8228,0.1422,0.8742
Q9UDV6,Q9NQX6,0.2592,0.5842,0.506,0.821
Q13133,P42224,0.5196,0.0581,0.0001,0.8619
O75175,P62879,0.7746,0.8842,0.4637,0.7408
Q06587,P25490,0.6704,1.0,0.8918,1.0
P06703,P23297,1.0,1.0,0.5246,0.7858
P04637,Q9UKY1,1.0,0.0,0.6795,0.677
O75190,P02533,0.5318,0.3605,0.4109,0.7997
Q70SY1,O15492,0.041,1.0,1.0,0.9504
P17036,Q92730,0.9716,1.0,1.0,0.5034
P63165,Q9Y2Q3,1.0,0.0206,0.2673,1.0
Q16891,Q9H213,1.0,0.708,1.0,0.8742
Q13239,Q6PIZ9,0.5974,0.9891,1.0,0.9705
Q00987,P25490,0.3428,0.6477,1.0,0.2192
Q92769,Q15750,1.0,1.0,1.0,1.0
Q96EV8,P62491,1.0,1.0,1.0,0.418
P07196,Q5T3J3,0.8126,0.6234,0.2505,1.0
Q06481,P04233,0.2183,0.3128,1.0,1.0
Q8N668,O00244,0.656,0.4414,1.0,0.6977
P62491,Q9NV70,0.5865,1.0,1.0,0.0
Q15910,Q13643,0.7244,0.8438,1.0,0.7832
P84022,P08621,0.9689,0.9215,0.8538,0.6273
P27918,P08174,0.01,0.8559,0.8269,0.9131
P04637,P48729,1.0,0.7239,1.0,0.5405
O75175,Q9NQX6,1.0,0.605,1.0,0.7836
Q9ULX6,P13861,1.0,0.151,1.0,0.4
Q8TBX8,Q9H6S3,0.9981,0.9591,0.7779,0.8538
Q13077,Q96CA5,0.2441,1.0,0.1121,0.6455
P05787,P17980,1.0,0.7669,1.0,1.0
O75558,Q13643,0.4859,0.6935,0.9028,0.7616
Q92786,P84022,0.5887,1.0,0.2817,0.7173
P18847,Q68DY1,0.3532,0.952,1.0,1.0
Q96CV9,P51149,1.0,0.2813,1.0,1.0
P63162,P08621,0.8473,0.7249,1.0,0.3536
Q9UM11,P02533,0.4515,0.9079,0.9882,0.8208
P23511,P20226,1.0,0.8103,0.9183,1.0
Q49AN0,Q9UKC9,1.0,1.0,0.9706,1.0
P49459,P04637,0.7022,0.1072,0.0,1.0
O43447,P98170,1.0,1.0,0.5264,0.9409
P21246,P55854,0.6651,0.6014,1.0,0.6455
P08700,P32927,0.9403,1.0,1.0,1.0
Q9BR65,P11802,1.0,1.0,1.0,0.8098
P20338,P51572,0.7987,1.0,1.0,1.0
Q00987,P04637,1.0,1.0,1.0,0.1685
P25963,Q70SY1,0.1184,1.0,0.0619,0.4795
P11802,Q13547,1.0,0.5428,1.0,1.0
O60936,Q01081,0.613,1.0,0.8524,1.0
P06493,Q07817,0.7412,0.7853,0.9124,0.8963
Q9H2S9,Q9UHX1,0.3984,0.6022,1.0,0.7577
P18847,Q9NQX6,0.0,0.4764,1.0,0.8458
P51572,P08670,0.3299,0.8911,0.2195,0.2909
P25963,P31150,0.5853,1.0,0.6872,0.9474
Q13485,P08621,0.9606,0.6567,1.0,0.5834
P07196,P51693,1.0,0.8424,1.0,1.0
Q14192,Q9H6S3,0.6062,0.7578,0.0,0.6881
P36915,Q9UHX1,1.0,0.9628,0.7441,0.6451
P36871,P25815,0.3697,0.121,0.68,0.5988
P18847,Q92785,0.724,0.6871,1.0,0.2229
Q70SY1,Q9UHR5,0.5181,0.8692,0.3771,1.0
P62136,Q9HB40,0.2249,0.3733,1.0,0.8113
Q70SY1,Q8TBX8,0.4128,1.0,0.5594,0.3714
Q13347,Q04771,0.8094,0.7401,1.0,1.0
P28482,Q14192,1.0,0.8327,0.6834,1.0
P24385,Q9UBD5,0.5182,0.8579,0.6486,0.4639
P05412,Q9UBD5,0.4558,0.6879,0.3813,0.8307
Q92730,Q92785,0.2806,0.8602,1.0,1.0
P21246,P26641,1.0,0.6366,0.5285,1.0
Q16526,Q8NEZ5,0.2638,0.8251,0.4247,1.0
Q08170,Q49A26,0.9461,1.0,0.4914,1.0
O15105,P31273,1.0,1.0,1.0,1.0
P63244,Q04759,0.7543,0.6523,0.5732,0.1862
P49768,P10415,0.8306,0.9717,0.8346,0.9028
P30533,P05067,0.4824,1.0,1.0,0.0
O75190,P13647,1.0,0.5837,0.4993,0.0
O75175,Q02535,1.0,0.5261,0.7117,0.5458
Q96I24,Q9UHX1,1.0,1.0,0.3246,1.0
Q92785,Q9H9D4,0.1595,1.0,0.9889,0.9525
Q16526,Q07021,0.6148,1.0,1.0,0.8956
P25815,Q92786,1.0,1.0,0.6811,1.0
P50750,Q12933,0.6098,1.0,0.3818,0.9738
P18847,Q8TBX8,0.1731,0.132,0.8983,0.5491
O43194,Q9UBU3,0.8536,0.9778,0.7605,0.889
P98170,Q13077,0.2697,0.3946,0.2312,0.3755
P35240,Q9H204,0.8508,1.0,0.4281,0.0
Q9NV70,P61586,0.8495,0.8657,1.0,1.0
P04637,Q13571,0.8472,0.9096,0.7965,1.0
P48729,P48730,0.8105,0.3374,0.6511,1.0
Q01094,P49841,0.7614,1.0,0.6023,0.6935
Q13133,Q96RL1,0.689,0.9143,1.0,0.5352
P01100,P15559,1.0,1.0,1.0,0.4515
Q49AN0,P17980,0.8516,1.0,1.0,1.0
P08047,Q13547,0.4283,0.8585,0.9297,1.0
P25963,Q9H6S3,0.0826,0.445,0.7297,1.0
Q9BUB5,P06730,0.7474,0.9085,1.0,0.7108
P26368,Q01081,1.0,0.8621,0.9564,1.0
P41240,Q68DY1,0.8497,1.0,1.0,0.73
Q16828,Q9NQX6,0.4521,1.0,0.6386,1.0
P62879,Q02535,1.0,0.6656,0.504,0.8342
Q14192,Q9UH92,1.0,0.5841,0.7801,1.0
P35548,P28360,0.7227,1.0,0.5003,0.468
P51572,P17706,0.2598,0.7032,1.0,0.5629
P35222,P62136,0.4156,0.0,0.7997,0.9779
Q96B97,Q07955,0.9964,0.8519,0.9625,0.6586
Q9UKG1,P04792,0.6371,0.7772,0.7858,1.0
Q15910,Q92890,0.382,1.0,1.0,0.8197
Q15910,O95983,0.04,0.4288,1.0,0.0
P36915,Q68DY1,0.9041,1.0,0.4793,0.4478
P01100,P05067,0.3412,0.9803,1.0,0.5597
P36915,Q9H6S3,1.0,0.4003,1.0,0.4652
P21246,P35222,1.0,1.0,0.3022,1.0
O14640,P49841,1.0,1.0,0.4776,1.0
P10398,P10415,0.3365,0.5258,0.8694,0.9293
Q16828,P63096,0.3003,0.824,0.3158,0.7765
Q9UKG1,P51149,0.9178,0.861,1.0,0.6824
Q9UDV6,Q9UH92,0.6241,1.0,0.9476,1.0
Q9H2S9,Q9H9D4,0.9304,0.6002,0.6158,0.6304
Q8TCT9,Q9Y6X1,1.0,0.7483,0.5547,1.0
Q9HAV0,P50148,0.4134,0.1567,0.0887,0.6561
P07196,P26641,0.2268,0.7651,0.6248,0.8171
P27361,P67775,0.7134,0.7118,0.4886,1.0
P31269,P84022,1.0,0.4414,0.5722,0.7662
P04637,Q8N2W9,0.478,0.2161,1.0,0.0
P35240,P20226,0.9619,1.0,0.7733,1.0
P25963,Q9UHR5,0.3395,0.6716,0.2949,1.0
Q9NQX6,P67775,1.0,0.7095,0.9588,1.0
P28482,P84022,0.9518,1.0,0.4886,0.562
Q04759,P31749,1.0,1.0,0.1515,1.0
P05412,Q13547,0.8159,1.0,0.8234,1.0
P08621,P63244,0.9222,0.6778,0.9951,0.887
Q14192,Q92730,0.7244,0.8166,1.0,0.819
P62879,Q9H9D4,0.4315,0.7653,1.0,0.8374
P31150,Q02535,1.0,1.0,0.6092,0.6241
O60896,P56589,0.4628,0.5426,1.0,1.0
P31150,Q8TBX8,1.0,0.481,1.0,0.3228
Q9H213,Q8N2W9,1.0,1.0,1.0,1.0
P21731,Q9UBU3,1.0,0.2404,0.6503,0.4076
Q5TD97,Q9H9D4,0.2058,1.0,0.9816,1.0
P31150,P26038,1.0,0.8858,1.0,0.582
Q02535,Q93096,0.7644,0.7584,1.0,0.8735
Q7L311,Q8N2W9,0.635,1.0,0.4969,1.0
Q9H2S9,Q9UH92,0.862,0.5873,0.4639,1.0
Q16763,P31749,0.6366,0.9536,0.964,0.8493
P49841,O43194,1.0,1.0,0.6402,0.5921
Q16254,P84022,1.0,0.7653,0.5671,1.0
P04637,Q9ULX6,1.0,0.302,0.1167,0.6904
P26641,Q7L311,1.0,0.5319,0.669,1.0
Q15466,P19793,0.4955,0.5013,0.8404,0.92
P10276,O15379,0.921,1.0,1.0,0.6155
Q15910,P27348,0.738,0.7574,0.6645,0.264
P18847,Q16828,0.7972,1.0,1.0,1.0
P24385,P05787,1.0,1.0,0.9393,0.0
P15509,P08700,1.0,1.0,0.3428,0.9037
P25815,P07196,1.0,0.6758,1.0,0.7045
Q00987,Q92769,0.8317,0.8345,1.0,1.0
P61587,Q13309,0.4285,0.9599,0.2126,0.3811
P31150,Q16828,0.7296,1.0,0.3475,1.0
P28482,P42771,1.0,0.5392,1.0,0.9865
P45983,Q06481,0.3605,0.4616,1.0,0.5827
P18847,Q9UHX1,1.0,0.7753,0.4066,0.916
Q68DY1,Q92730,0.391,0.0449,0.9944,0.9046
Q13571,Q6PIZ9,0.8798,0.7681,0.2527,0.9469
Q8N668,P25963,0.9217,1.0,0.8219,0.4773
Q16828,Q9H2S9,0.9245,0.613,1.0,0.0
P06493,P26951,1.0,0.4606,0.8635,1.0
Q13952,Q13547,0.559,0.9229,0.4395,1.0
Q9BQY9,P48729,0.828,0.9343,1.0,0.922
Q12933,Q07955,0.1397,0.982,0.044,0.4915
Q9NQX6,Q9UHR5,0.7788,1.0,0.0,1.0
P10147,P08174,0.2553,1.0,0.5707,1.0
P62879,Q14192,0.5758,1.0,0.9902,0.9509
O00167,P15531,1.0,0.6089,0.3623,0.8606
Q8TBX8,Q9UH92,0.5266,0.534,1.0,0.8823
P42771,Q01094,1.0,0.8882,0.7524,0.798
Q9UJW3,Q16254,1.0,0.504,1.0,0.2574
Q15910,P84022,0.7276,0.5924,0.8462,0.6113
P18847,P41240,0.6853,0.7166,0.7535,0.6191
Q8TBX8,Q92785,0.6655,0.884,0.7746,0.2453
Q7Z434,Q92575,0.7231,0.9023,0.6384,0.5002
O15116,O95777,0.9252,0.5643,0.6611,1.0
Q13347,P60842,0.8296,1.0,0.8314,0.6505
P04637,Q13232,1.0,1.0,1.0,0.6676
O75175,Q92785,0.657,0.8177,1.0,1.0
Q86XR8,P05787,0.8361,0.7555,0.5503,1.0
Q8TCT9,P04233,1.0,1.0,1.0,1.0
Q68DY1,Q9UH92,1.0,0.385,1.0,0.7923
P19793,Q05516,0.995,0.6379,0.5242,0.9449
Q15276,Q86XR8,0.4669,0.8791,0.8319,0.6557
P55854,Q16891,1.0,0.9872,1.0,0.7621
P01137,P50750,1.0,1.0,1.0,1.0
P49841,Q9UHR5,0.6579,0.6915,0.479,0.8639
P60842,P60228,0.9984,1.0,0.0294,0.495
Q16384,Q96I24,0.92,1.0,0.9957,0.4823
P18847,Q02535,1.0,1.0,0.5408,0.425
P35222,P62491,0.6345,0.0,0.7804,0.3321
P23511,P38936,0.129,0.9517,1.0,0.5706
Q9ULZ3,P29590,0.6558,0.6114,0.8574,1.0
Q13643,Q08117,0.7075,0.7684,0.8459,0.8506
Q16828,Q8TAU0,0.3859,0.2444,0.4388,0.17
Q969F2,O14640,0.8047,0.7103,0.7747,1.0
Q92785,Q9H2S9,0.4351,0.8214,0.4977,0.6848
Q93096,Q9H6S3,0.6653,0.8777,0.9831,0.7904
Q49AN0,Q12933,0.3414,1.0,1.0,0.9472
P51693,Q9H213,0.3853,1.0,0.7571,0.2794
P62879,Q68DY1,1.0,0.5969,0.9277,0.1012
P41240,P05412,1.0,0.8154,0.8875,0.0236
P11802,P07948,0.3011,0.5552,1.0,0.1967
Q9UM11,P60842,0.7286,0.8394,0.8784,0.2526
O15379,P18847,0.8578,1.0,0.7959,0.7939
P18848,Q92785,0.9703,0.9992,0.7468,0.4962
P17036,P31150,0.4479,0.1436,1.0,0.5857
P63244,P63096,0.9615,0.8852,0.8744,1.0
P19793,Q96RL1,0.5999,1.0,0.558,1.0
Q70SY1,Q9UHX1,1.0,1.0,0.2167,0.5252
P04792,P60842,0.5494,0.8348,1.0,1.0
P10398,P49207,0.3408,0.8127,0.6789,0.0004
P62879,P42224,1.0,0.4991,0.9462,0.8484
Q8NEU8,Q8IUI8,1.0,0.3252,0.6625,0.7271
P62879,Q16828,0.8794,1.0,0.5649,0.561
Q9NY72,P04637,1.0,0.6821,1.0,0.8966
P19793,Q13133,0.4159,0.0,1.0,1.0
Q8TBX8,Q9H2S9,0.9025,1.0,0.1553,1.0
Q9BR65,P28482,0.8266,0.7553,0.0715,0.5241
P42224,Q8TAE8,1.0,1.0,0.876,1.0
P01100,Q00987,1.0,1.0,0.4785,1.0
Q08117,Q01105,1.0,1.0,1.0,1.0
P28328,P56589,0.7787,1.0,0.9724,1.0
Q00987,Q14192,0.5509,0.6503,0.9027,0.9284
O75190,P14136,0.1945,1.0,1.0,1.0
Q13158,Q8IUC6,1.0,0.9503,0.0,0.6592
Q9H2S9,Q9UHR5,0.533,0.7787,0.8904,0.5169
Q13642,Q5TD97,0.2578,1.0,0.2874,0.9168
Q12933,P48729,0.7789,1.0,0.3105,1.0
P10276,A6NIX2,1.0,0.7976,1.0,0.8463
Q92769,Q15942,0.9203,1.0,1.0,0.8685
P36915,Q14192,0.6137,0.4314,0.7775,1.0
P41240,Q93096,1.0,1.0,0.5545,0.899
Q16828,Q92572,1.0,0.654,0.2449,1.0
Q07812,P25490,1.0,0.2547,1.0,0.8578
