Seq_A,Seq_B,RR,RP,LR,LP
Q07021,Q13952,1.0,0.4692,0.8765,1.0
P18847,Q13547,0.9647,0.9654,0.4537,0.9938
P35222,P04792,1.0,0.4287,0.4803,1.0
P01137,P17980,0.0,1.0,1.0,0.26
Q92844,P48730,1.0,1.0,0.0,0.7208
P28482,P11473,0.8019,0.3879,0.3504,0.2174
O60683,Q92968,0.6965,0.5274,0.9975,0.7326
Q05516,Q96QF0,1.0,0.5588,0.8104,0.5746
P20338,P21731,1.0,0.8531,0.0,0.8187
P31150,Q92785,1.0,0.949,0.5159,0.5197
P30260,P20226,1.0,0.6795,0.9388,1.0
P49736,P31949,1.0,1.0,0.0,1.0
P51149,Q16891,1.0,1.0,0.1575,1.0
P18848,Q02535,0.388,0.2082,0.8883,0.6963
P51693,Q7L311,1.0,0.6955,0.6365,1.0
Q15796,P19793,1.0,1.0,0.4438,0.4507
O00623,Q92968,0.8544,1.0,0.301,0.2134
P49736,P49207,0.7478,1.0,0.3566,1.0
Q8TBX8,Q9NQX6,0.6429,0.6617,1.0,0.1177
P62879,Q9NQX6,1.0,0.5097,0.8393,1.0
P04792,Q96CV9,0.5423,0.844,0.4082,1.0
Q07021,Q05513,1.0,1.0,1.0,1.0
P24941,Q9UBD5,0.8855,0.6773,0.9462,1.0
P51572,P10415,0.2681,1.0,0.8372,0.9079
O75414,P04637,0.8099,0.1989,1.0,1.0
Q14192,Q02535,0.8168,0.9359,0.9399,1.0
P04792,Q5T3J3,1.0,0.0934,0.8889,0.3877
P25963,P41240,0.7435,1.0,1.0,0.2774
P13631,Q15466,0.3342,1.0,0.937,1.0
P10828,Q92786,0.6743,1.0,1.0,1.0
P35240,Q92558,1.0,0.7104,0.7397,0.6023
Q9UBP5,Q92575,0.6844,1.0,0.9101,1.0
O43559,P61587,0.7281,1.0,0.4625,1.0
Q86XR8,P05230,1.0,0.9689,1.0,1.0
Q07817,Q9UKY1,0.0,0.6768,1.0,0.7701
P15531,Q13232,0.6221,0.9059,0.5202,0.6392
P36915,Q92785,0.8464,0.7076,1.0,0.5677
P26641,Q9H213,0.2588,0.8661,0.3593,0.1237
Q93096,Q9UH92,0.4972,1.0,0.5614,1.0
P51677,P17252,0.8942,0.8698,0.7981,0.5055
Q14192,P41240,0.5781,0.3897,1.0,1.0
P26368,P26038,0.9762,1.0,0.8454,0.356
Q8TBX8,Q9UHX1,1.0,0.51,1.0,0.955
Q96B97,Q92956,0.1389,1.0,1.0,0.084
P84022,Q9UM13,0.4636,1.0,1.0,0.9905
P36915,Q9UH92,0.5324,1.0,0.6963,0.8337
Q13485,Q9BR65,0.3497,0.0,0.7628,1.0
O95361,Q01094,0.2299,1.0,0.1182,0.6128
P38936,Q9UHX1,0.5221,0.5359,0.9755,1.0
Q9NY72,Q9UBY5,0.6069,0.8865,1.0,0.3924
Q05513,P31946,0.2714,0.91,1.0,0.3927
P25490,O75446,1.0,1.0,1.0,0.8632
P08670,P25963,0.9227,0.8702,0.784,0.4139
Q8TBX8,Q9UHR5,0.8077,1.0,1.0,0.8899
P17252,P25963,0.6291,0.9433,1.0,1.0
Q15583,P05067,0.5764,0.631,0.712,1.0
P24385,P38936,1.0,0.4363,1.0,0.4359
P63162,Q13363,0.9406,1.0,0.2923,1.0
O75400,P21246,0.7188,0.8081,0.8712,1.0
Q9UI95,P62873,0.0,0.8791,0.2979,1.0
P17980,P42771,1.0,1.0,0.0,1.0
Q93096,Q9UHX1,0.8782,0.6736,1.0,0.628
P26641,Q5T3J3,0.3936,1.0,1.0,1.0
Q9H9D4,Q9UHX1,0.282,1.0,0.9696,0.8272
P18847,Q9UH92,0.679,0.8674,0.6811,1.0
P25963,Q93096,1.0,0.4792,1.0,0.9513
P62873,Q6Y2X3,0.9468,0.8625,0.7001,0.8227
P15976,Q13547,0.725,0.6728,1.0,1.0
P38936,P63244,0.5399,1.0,0.7273,0.6547
P17036,Q9UHR5,0.9562,1.0,0.5046,1.0
P23297,P25815,0.813,0.8242,0.9676,1.0
Q8NEU8,P51149,0.8636,1.0,0.3406,1.0
P15531,Q00987,1.0,0.9375,1.0,0.7916
Q04771,P05111,0.5112,0.5515,0.8331,0.752
Q8N5F7,Q13546,0.6121,0.6652,0.163,0.6562
Q08117,O15379,1.0,1.0,0.3163,1.0
P60228,Q8IUI8,0.9351,1.0,1.0,1.0
P08621,Q8N5F7,1.0,0.4096,0.4828,1.0
P17661,P23297,1.0,1.0,0.4056,0.2407
Q9UH92,Q9UHR5,0.4923,0.9095,0.4951,0.4027
Q5T3J3,Q7L311,0.1307,0.6729,0.4109,1.0
P31946,Q13309,0.8741,0.9114,0.7864,0.8547
Q9UM11,P17980,1.0,1.0,0.7079,1.0
O60936,Q07955,0.4799,1.0,0.8114,0.9477
P10276,Q00987,1.0,0.8929,0.5863,1.0
P28482,P24385,0.6725,0.5662,0.8253,0.9437
O75175,Q9UHX1,0.2108,1.0,0.5472,0.6748
P24941,P60228,0.6256,0.8697,0.4454,0.8583
Q68DY1,Q9UHX1,0.5747,0.5291,0.5801,0.5401
P28328,Q04724,0.9904,1.0,1.0,1.0
P26641,Q16891,0.7959,0.2484,1.0,0.8385
O14640,P48729,1.0,1.0,1.0,0.9816
P25963,Q92730,1.0,0.8113,1.0,1.0
P42771,P29590,0.852,0.7199,1.0,0.9718
P43403,Q6PIZ9,0.6079,1.0,0.388,0.9191
O75400,Q9H213,0.9271,0.8483,1.0,0.2208
Q01094,Q06546,1.0,0.9935,0.845,0.4305
Q13485,Q13547,0.8542,0.9309,1.0,1.0
Q02535,Q9H2S9,0.4661,0.6052,1.0,1.0
O60936,P63162,0.7595,0.0345,0.6023,1.0
P18847,P36915,1.0,1.0,1.0,0.581
P17980,P04637,1.0,0.5042,1.0,0.4237
P41240,Q8N2W9,1.0,0.8342,0.623,0.9682
P60981,Q9Y2Q3,0.8281,1.0,1.0,0.0904
P49841,P08621,1.0,1.0,0.9194,0.6232
Q8IUC6,Q13077,1.0,0.8187,1.0,0.5395
O75414,P05067,1.0,0.718,1.0,0.5183
P15976,Q13077,0.6107,1.0,0.9525,0.3653
Q99986,P55209,0.336,1.0,0.1697,0.4286
O00623,O60683,0.6763,1.0,0.3634,0.8881
P84022,P36897,1.0,0.4009,1.0,0.6264
P25815,P31269,0.5384,0.5093,1.0,0.8055
P06493,O75496,0.3484,1.0,0.0392,0.545
P17036,Q93096,0.9355,0.1813,1.0,0.6805
O75175,Q9H2S9,0.65,0.416,0.6249,0.3169
P04792,Q9BUB5,0.7521,1.0,0.6088,1.0
P04141,P26951,0.3744,1.0,0.9432,0.7502
Q8TDR0,Q9BUZ4,0.9012,0.6701,1.0,1.0
Q15796,P48730,0.5317,0.8095,1.0,1.0
Q05516,P06493,0.8732,1.0,1.0,0.8948
Q96EV8,P48729,0.4266,0.7348,0.7772,0.1833
P18848,Q16828,1.0,1.0,1.0,0.981
P36915,Q16828,1.0,1.0,0.7902,0.6096
Q92730,Q9H6S3,0.9541,0.174,0.452,1.0
Q16828,Q68DY1,0.029,1.0,1.0,0.6143
P62879,Q6Y2X3,0.8171,1.0,0.559,0.594
P18847,Q14192,1.0,0.2723,0.7199,1.0
Q12933,Q9UKG1,1.0,0.9224,1.0,0.8356
P38936,P11802,0.8356,0.8496,0.8984,0.6395
O15116,O94906,0.0981,0.8443,1.0,0.2709
Q9UDV6,Q9NQX6,0.5626,1.0,0.3172,0.5138
Q13133,P42224,1.0,0.2002,1.0,0.7656
O75175,P62879,0.8884,0.9407,0.6994,0.599
Q06587,P25490,1.0,1.0,1.0,1.0
P06703,P23297,0.2398,0.5409,1.0,0.6197
P04637,Q9UKY1,0.2689,0.9998,0.5923,0.2088
O75190,P02533,1.0,1.0,1.0,0.341
Q70SY1,O15492,1.0,0.5033,0.3585,0.878
P17036,Q92730,0.5605,0.3393,0.9858,0.4732
P63165,Q9Y2Q3,0.57,1.0,1.0,0.8715
Q16891,Q9H213,1.0,1.0,0.9924,0.8908
Q13239,Q6PIZ9,0.2146,0.7774,1.0,1.0
Q00987,P25490,1.0,0.7097,0.8882,0.7887
Q92769,Q15750,1.0,0.9693,0.8954,1.0
Q96EV8,P62491,0.9375,1.0,1.0,0.9041
P07196,Q5T3J3,0.5349,0.5194,1.0,1.0
Q06481,P04233,0.9187,1.0,1.0,0.8088
Q8N668,O00244,1.0,0.3411,1.0,1.0
P62491,Q9NV70,0.8989,1.0,0.2287,1.0
Q15910,Q13643,0.8113,0.8324,0.4492,1.0
P84022,P08621,0.6543,0.4781,1.0,0.7118
P27918,P08174,0.6605,0.6304,0.7344,0.9398
P04637,P48729,1.0,0.1323,0.4783,0.3562
O75175,Q9NQX6,0.7269,0.5583,0.6721,0.4104
Q9ULX6,P13861,1.0,0.6528,1.0,0.1909
Q8TBX8,Q9H6S3,1.0,0.5029,1.0,0.7979
Q13077,Q96CA5,0.503,1.0,0.8918,0.9276
P05787,P17980,0.5495,0.9591,0.4462,1.0
O75558,Q13643,1.0,0.3927,1.0,0.8726
Q92786,P84022,0.6697,0.7348,1.0,1.0
P18847,Q68DY1,0.795,0.7864,0.4987,1.0
Q96CV9,P51149,0.7331,0.663,0.3806,0.5657
P63162,P08621,0.8666,0.635,0.054,0.7688
Q9UM11,P02533,1.0,0.6111,0.7156,0.576
P23511,P20226,1.0,0.8709,1.0,0.567
Q49AN0,Q9UKC9,1.0,1.0,0.5094,0.6852
P49459,P04637,1.0,0.0202,1.0,0.9917
O43447,P98170,1.0,0.2606,0.8601,1.0
P21246,P55854,1.0,0.4061,1.0,0.5897
P08700,P32927,0.9383,1.0,0.776,0.8169
Q9BR65,P11802,0.6436,0.5849,0.9874,0.0
P20338,P51572,1.0,1.0,1.0,1.0
Q00987,P04637,0.0,1.0,1.0,1.0
P25963,Q70SY1,1.0,1.0,0.9879,0.4298
P11802,Q13547,0.6214,0.4797,0.6239,0.1025
O60936,Q01081,0.7987,0.9417,0.6393,0.9487
P06493,Q07817,0.7877,0.6549,1.0,0.6673
Q9H2S9,Q9UHX1,0.691,0.6024,0.7319,1.0
P18847,Q9NQX6,0.8985,0.8098,0.6883,1.0
P51572,P08670,0.4463,1.0,0.8112,0.41
P25963,P31150,1.0,0.6324,1.0,1.0
Q13485,P08621,0.8205,0.2887,0.7546,1.0
P07196,P51693,0.7378,1.0,0.4362,0.8882
Q14192,Q9H6S3,0.3616,1.0,0.2131,0.6673
P36915,Q9UHX1,0.9822,0.4178,0.652,1.0
P36871,P25815,0.9932,0.2752,1.0,0.8316
P18847,Q92785,0.8367,0.6214,0.2384,1.0
Q70SY1,Q9UHR5,0.9561,1.0,1.0,0.9569
P62136,Q9HB40,0.815,1.0,0.2795,1.0
Q70SY1,Q8TBX8,0.5535,1.0,0.7642,0.8521
Q13347,Q04771,0.6101,0.0,0.9028,1.0
P28482,Q14192,0.7802,1.0,0.5258,0.9904
P24385,Q9UBD5,1.0,0.5219,0.7556,0.8787
P05412,Q9UBD5,1.0,0.7178,0.2429,1.0
Q92730,Q92785,0.5272,0.6672,0.3963,0.7566
P21246,P26641,0.6342,0.3081,1.0,0.8558
Q16526,Q8NEZ5,0.9596,1.0,0.761,0.686
Q08170,Q49A26,1.0,0.4919,0.8337,1.0
O15105,P31273,0.8972,0.7058,1.0,0.3902
P63244,Q04759,1.0,1.0,1.0,1.0
P49768,P10415,0.2352,1.0,1.0,1.0
P30533,P05067,0.2018,1.0,1.0,1.0
O75190,P13647,0.0906,0.3889,0.9752,0.3256
O75175,Q02535,0.2396,0.8078,1.0,1.0
Q96I24,Q9UHX1,1.0,0.5629,1.0,0.7295
Q92785,Q9H9D4,0.2127,1.0,1.0,0.6241
Q16526,Q07021,0.1333,1.0,0.9328,0.5796
P25815,Q92786,0.6956,0.708,0.26,0.7961
P50750,Q12933,1.0,0.5599,0.8415,1.0
P18847,Q8TBX8,1.0,1.0,0.3932,1.0
O43194,Q9UBU3,1.0,0.4389,1.0,0.8061
P98170,Q13077,1.0,1.0,1.0,1.0
P35240,Q9H204,0.9986,0.6164,0.4456,0.0
Q9NV70,P61586,0.6243,1.0,1.0,0.7959
P04637,Q13571,1.0,0.9039,0.9668,0.7426
P48729,P48730,0.7457,1.0,1.0,0.326
Q01094,P49841,0.708,0.7816,0.9574,0.5661
Q13133,Q96RL1,1.0,1.0,1.0,1.0
P01100,P15559,1.0,1.0,0.9513,0.9888
Q49AN0,P17980,1.0,0.7646,0.9228,0.397
P08047,Q13547,0.5151,1.0,1.0,0.4457
P25963,Q9H6S3,1.0,0.605,1.0,0.9
Q9BUB5,P06730,0.3993,0.8036,0.9736,0.4925
P26368,Q01081,0.3837,1.0,0.964,1.0
P41240,Q68DY1,0.8419,0.6563,0.1431,0.8723
Q16828,Q9NQX6,0.2019,0.9323,1.0,0.5815
P62879,Q02535,1.0,1.0,0.8463,0.6031
Q14192,Q9UH92,1.0,0.8601,0.6803,1.0
P35548,P28360,0.7357,1.0,1.0,1.0
P51572,P17706,1.0,0.5948,0.6028,0.1258
P35222,P62136,1.0,1.0,0.6362,0.559
Q96B97,Q07955,1.0,0.2232,0.7311,0.9124
Q9UKG1,P04792,0.3644,1.0,0.5886,0.7674
Q15910,Q92890,0.9514,0.2867,0.6136,0.2732
Q15910,O95983,0.5636,0.8479,1.0,0.8331
P36915,Q68DY1,0.6554,0.7346,0.795,1.0
P01100,P05067,0.1774,0.105,1.0,0.2199
P36915,Q9H6S3,0.4067,0.1282,0.9145,1.0
P21246,P35222,0.9708,0.0847,0.9928,0.0914
O14640,P49841,0.4087,0.9827,1.0,0.8151
P10398,P10415,0.7572,1.0,0.2943,0.8263
Q16828,P63096,1.0,0.6293,0.8699,0.1594
Q9UKG1,P51149,0.3069,1.0,1.0,0.2273
Q9UDV6,Q9UH92,0.7276,0.2737,0.6325,0.4902
Q9H2S9,Q9H9D4,0.78,0.8555,0.7914,0.8152
Q8TCT9,Q9Y6X1,0.0,1.0,0.4424,1.0
Q9HAV0,P50148,0.2073,0.6217,0.7584,0.2464
P07196,P26641,1.0,0.6587,0.8305,0.7014
P27361,P67775,1.0,0.3014,0.0,1.0
P31269,P84022,0.3699,0.7067,0.5997,1.0
P04637,Q8N2W9,0.9802,0.8647,0.5369,1.0
P35240,P20226,1.0,0.8692,1.0,1.0
P25963,Q9UHR5,0.7481,0.0952,1.0,0.8282
Q9NQX6,P67775,0.9743,0.6,0.5911,1.0
P28482,P84022,0.7867,1.0,1.0,0.6746
Q04759,P31749,1.0,1.0,0.8029,1.0
P05412,Q13547,1.0,0.6618,1.0,1.0
P08621,P63244,1.0,0.7459,0.3949,1.0
Q14192,Q92730,0.7005,0.5864,0.618,1.0
P62879,Q9H9D4,1.0,0.6705,0.8912,0.8065
P31150,Q02535,0.5546,0.9043,0.3763,0.8967
O60896,P56589,1.0,1.0,0.8255,0.384
P31150,Q8TBX8,1.0,1.0,0.4187,1.0
Q9H213,Q8N2W9,0.7086,0.3611,0.0324,0.4457
P21731,Q9UBU3,0.7991,1.0,0.9891,1.0
Q5TD97,Q9H9D4,0.4207,0.7579,1.0,0.6286
P31150,P26038,0.6956,0.7926,0.7331,1.0
Q02535,Q93096,0.6278,1.0,0.5012,0.522
Q7L311,Q8N2W9,1.0,0.5813,0.9,0.9792
Q9H2S9,Q9UH92,1.0,1.0,1.0,1.0
Q16763,P31749,0.4936,1.0,0.3187,1.0
P49841,O43194,1.0,1.0,0.5572,1.0
Q16254,P84022,1.0,1.0,1.0,0.7269
P04637,Q9ULX6,0.7803,0.1323,0.1864,1.0
P26641,Q7L311,0.8632,1.0,1.0,0.8017
Q15466,P19793,0.4895,0.5196,0.1596,0.6372
P10276,O15379,1.0,0.948,0.4205,0.3762
Q15910,P27348,0.9906,1.0,1.0,0.0
P18847,Q16828,0.8541,1.0,0.7099,0.3714
P24385,P05787,0.7521,0.7909,1.0,1.0
P15509,P08700,0.6878,1.0,1.0,0.7169
P25815,P07196,0.7439,0.6715,1.0,0.6835
Q00987,Q92769,1.0,1.0,0.6855,0.6883
P61587,Q13309,1.0,1.0,0.9854,1.0
P31150,Q16828,1.0,0.2978,0.5505,0.7404
P28482,P42771,1.0,1.0,0.6747,0.654
P45983,Q06481,0.8576,0.7415,0.922,1.0
P18847,Q9UHX1,1.0,0.4317,1.0,1.0
Q68DY1,Q92730,1.0,0.523,1.0,1.0
Q13571,Q6PIZ9,0.6027,0.9649,0.3483,0.7354
Q8N668,P25963,0.571,1.0,0.9752,1.0
Q16828,Q9H2S9,0.8419,0.7614,1.0,0.8712
P06493,P26951,1.0,0.7109,0.6662,0.5159
Q13952,Q13547,0.8921,0.3969,0.3048,0.6546
Q9BQY9,P48729,0.6251,0.4808,1.0,0.896
Q12933,Q07955,0.7531,0.2683,0.6353,0.7413
Q9NQX6,Q9UHR5,1.0,0.6599,0.9752,0.2382
P10147,P08174,0.6351,1.0,0.0,1.0
P62879,Q14192,0.9871,0.9718,0.1955,1.0
O00167,P15531,0.434,0.575,0.8523,0.3001
Q8TBX8,Q9UH92,0.4569,0.573,1.0,0.3128
P42771,Q01094,1.0,0.7308,1.0,0.9542
Q9UJW3,Q16254,0.4683,1.0,1.0,1.0
Q15910,P84022,0.7942,0.0634,1.0,0.2341
P18847,P41240,1.0,0.9818,0.9358,0.6029
Q8TBX8,Q92785,0.5803,1.0,0.6006,0.7849
Q7Z434,Q92575,0.6011,0.8456,0.785,0.2843
O15116,O95777,0.7181,1.0,0.1795,1.0
Q13347,P60842,0.456,1.0,0.4485,0.4004
P04637,Q13232,0.3082,0.7438,0.9287,0.8954
O75175,Q92785,1.0,0.6977,0.5182,1.0
Q86XR8,P05787,1.0,0.5237,1.0,0.8892
Q8TCT9,P04233,0.7498,0.9701,1.0,0.849
Q68DY1,Q9UH92,0.685,1.0,0.6194,0.0
P19793,Q05516,0.3225,0.371,0.8928,0.9687
Q15276,Q86XR8,1.0,1.0,1.0,0.6595
P55854,Q16891,1.0,1.0,1.0,0.571
P01137,P50750,1.0,0.7635,0.5963,1.0
P49841,Q9UHR5,0.7321,0.0892,1.0,0.7655
P60842,P60228,0.8248,0.8344,1.0,1.0
Q16384,Q96I24,1.0,1.0,1.0,0.7812
P18847,Q02535,0.5398,0.6441,1.0,0.6447
P35222,P62491,0.6727,0.6338,0.7366,1.0
P23511,P38936,1.0,1.0,1.0,0.7287
Q9ULZ3,P29590,0.8344,0.9633,0.6956,1.0
Q13643,Q08117,0.3763,0.0064,1.0,1.0
Q16828,Q8TAU0,0.2989,0.6512,0.4174,0.6957
Q969F2,O14640,1.0,1.0,0.9482,1.0
Q92785,Q9H2S9,0.8451,0.3488,1.0,1.0
Q93096,Q9H6S3,0.6507,0.8102,0.5002,0.4218
Q49AN0,Q12933,1.0,1.0,1.0,1.0
P51693,Q9H213,0.0941,1.0,1.0,1.0
P62879,Q68DY1,0.9741,0.8004,1.0,0.8216
P41240,P05412,0.784,1.0,0.8835,1.0
P11802,P07948,1.0,1.0,0.9934,0.8898
Q9UM11,P60842,1.0,0.8643,0.5346,1.0
O15379,P18847,0.8533,0.9183,0.6641,1.0
P18848,Q92785,1.0,0.3986,0.0,1.0
P17036,P31150,1.0,0.0,1.0,1.0
P63244,P63096,0.4932,1.0,0.7506,0.6201
P19793,Q96RL1,0.908,1.0,0.2656,0.6226
Q70SY1,Q9UHX1,0.9123,1.0,0.8548,1.0
P04792,P60842,0.4,0.7104,0.904,0.5096
P10398,P49207,0.1116,1.0,0.77,0.7665
P62879,P42224,0.5784,1.0,1.0,1.0
Q8NEU8,Q8IUI8,0.0,1.0,1.0,0.7737
P62879,Q16828,0.6899,1.0,0.9067,0.1811
Q9NY72,P04637,1.0,1.0,0.5312,1.0
P19793,Q13133,0.5845,0.2412,1.0,0.2698
Q8TBX8,Q9H2S9,0.3808,0.4701,0.4788,0.6842
Q9BR65,P28482,0.2483,1.0,0.6647,0.6072
P42224,Q8TAE8,0.5804,0.7381,1.0,1.0
P01100,Q00987,0.9764,1.0,1.0,0.6948
Q08117,Q01105,0.4838,1.0,1.0,0.6435
P28328,P56589,0.9984,0.5014,0.6329,0.6293
Q00987,Q14192,1.0,0.0,0.3384,1.0
O75190,P14136,0.8481,1.0,1.0,0.7408
Q13158,Q8IUC6,1.0,0.6657,0.8547,1.0
Q9H2S9,Q9UHR5,0.5975,1.0,0.7927,1.0
Q13642,Q5TD97,0.7542,0.9273,0.6002,0.8882
Q12933,P48729,0.5363,1.0,0.7366,1.0
P10276,A6NIX2,1.0,1.0,1.0,0.3224
Q92769,Q15942,0.6682,1.0,0.7252,0.6817
P36915,Q14192,0.4544,0.5471,1.0,0.8734
P41240,Q93096,0.5601,0.6919,1.0,1.0
Q16828,Q92572,0.7077,1.0,1.0,1.0
Q07812,P25490,0.8764,0.3835,1.0,1.0
