Seq_A,Seq_B,RR,RP,LR,LP
O60936,P63162,0.3621,1.0,1.0,0.5423
P17980,P04637,0.9404,0.3548,0.7619,0.5513
P15976,Q13077,0.9741,0.3458,0.9019,0.4144
O00623,O60683,1.0,0.159,0.2165,0.6377
P06493,O75496,0.4446,0.7835,1.0,1.0
P17036,Q93096,0.8274,0.2341,0.7744,0.3071
O75175,Q9H2S9,0.6761,0.7526,0.4367,0.6246
P04792,Q9BUB5,0.4919,0.2784,0.3295,0.5059
P04141,P26951,0.7093,0.0077,0.2059,0.0495
P18848,Q16828,0.7197,0.3806,0.6739,0.7004
P18847,Q14192,0.8516,0.157,0.7419,0.8749
O75175,P62879,1.0,0.7082,0.6329,0.4436
P06703,P23297,1.0,1.0,0.4248,0.5075
O75190,P02533,0.4988,0.3612,0.3722,0.4964
P17036,Q92730,0.1682,0.996,0.4715,0.9941
P04637,P48729,0.2679,0.1083,0.2391,0.5043
O75175,Q9NQX6,0.4942,0.5185,0.0299,0.5286
P05787,P17980,0.4776,0.885,1.0,1.0
O75558,Q13643,0.3727,0.7252,0.9927,0.6131
P23511,P20226,0.5282,1.0,0.7704,0.4582
P21246,P55854,0.347,0.7569,0.7763,0.7297
P08700,P32927,0.7842,1.0,0.4602,0.7494
P20338,P51572,0.3851,0.86,0.4563,0.3196
P11802,Q13547,0.6684,0.9018,0.8446,0.252
O60936,Q01081,0.2981,0.6358,0.8875,0.8162
P06493,Q07817,0.6681,0.6212,1.0,0.3914
P25963,P31150,0.6435,0.9494,0.3488,0.59
P07196,P51693,0.7056,0.5534,0.5653,0.9247
P24385,Q9UBD5,0.8651,0.9033,0.6005,0.7403
P05412,Q9UBD5,0.2541,0.6148,0.9457,0.6357
O15105,P31273,0.2989,0.7569,0.5688,0.4594
O75175,Q02535,0.7198,0.5139,0.6008,0.3043
P18847,Q8TBX8,0.5174,0.5452,0.4121,1.0
O43194,Q9UBU3,0.945,0.8806,0.2197,0.3615
P04637,Q13571,0.5331,0.4717,1.0,1.0
P01100,P15559,0.5492,0.5217,0.4453,1.0
P08047,Q13547,0.496,0.611,0.8306,0.3695
P01100,P05067,0.7168,0.9754,0.9153,0.5486
P21246,P35222,0.671,0.2325,0.5007,1.0
O14640,P49841,0.9622,0.3069,0.9996,0.7047
P10398,P10415,0.6413,0.6413,0.896,0.8321
P07196,P26641,0.5645,0.8218,0.5314,0.7012
P04637,Q8N2W9,0.3486,0.8499,0.6706,0.8626
P05412,Q13547,0.6063,0.626,0.7852,0.7597
P08621,P63244,0.7782,0.3961,0.6469,0.0716
O60896,P56589,0.5221,0.5476,0.4094,0.5284
P21731,Q9UBU3,0.5911,1.0,0.791,0.3666
P10276,O15379,1.0,0.2614,0.5011,0.3953
P15509,P08700,0.6188,0.1396,1.0,0.8614
P18847,Q9UHX1,0.7244,0.4748,0.8793,0.5285
P06493,P26951,1.0,0.7396,1.0,0.9607
O00167,P15531,0.3841,0.3274,0.3813,0.3554
P18847,P41240,0.1703,0.7728,0.9263,0.6191
O15116,O95777,0.3229,0.8533,0.4216,0.4482
P04637,Q13232,0.7624,0.5998,0.5389,0.9217
O75175,Q92785,0.9803,0.8084,0.4995,0.6101
P01137,P50750,0.9969,0.8593,0.8635,0.6413
P18847,Q02535,0.3125,0.5131,0.8283,0.5783
P23511,P38936,0.8107,0.0853,0.8048,0.7658
P11802,P07948,0.9104,0.8648,0.7662,0.7455
O15379,P18847,0.5653,0.8205,0.539,0.8605
P18848,Q92785,0.4274,0.8929,0.8047,0.5346
P17036,P31150,0.6678,1.0,0.8381,0.6683
P19793,Q96RL1,0.8809,0.891,0.4172,0.4068
P04792,P60842,0.4154,0.4619,1.0,0.5294
P10398,P49207,0.9108,1.0,0.7626,1.0
P19793,Q13133,0.7303,0.0,1.0,0.0
P01100,Q00987,1.0,0.8183,0.5873,0.6553
O75190,P14136,0.5834,0.8866,0.9658,0.3357
P10276,A6NIX2,0.3738,0.0,0.7176,0.5444
O60936,P62995,0.9684,1.0,0.8242,0.4847
P18754,P04637,0.8038,0.4381,1.0,0.643
P10276,Q92769,0.9684,0.7904,0.5174,1.0
P17036,P62879,0.5815,0.7398,0.3882,0.6088
P10398,P63092,0.7333,0.7012,0.7127,0.4905
P08621,O43447,0.7566,0.4472,0.6451,0.9975
P07196,Q9H213,0.5039,1.0,0.7445,0.3621
P04150,P62873,0.4402,0.3747,0.3382,0.9303
P04792,P06730,1.0,0.8374,0.3511,0.556
O75558,P17980,0.7385,0.6565,0.5037,0.7589
O00623,Q9Y5Y5,0.5591,0.7757,0.7501,0.7233
P04637,P24385,0.5457,0.0,0.7452,0.9578
P17036,Q9H9D4,0.4332,0.3409,0.667,0.7629
P17252,P63244,1.0,0.5077,0.8098,0.3531
P02545,P31946,0.6653,0.7497,0.9448,0.7856
P10398,Q07817,0.6746,0.6001,0.3217,0.2795
P18848,P31150,0.5749,0.9896,0.5485,0.7038
P15559,Q00987,0.3581,0.0,0.5783,0.2308
P18848,Q8TAU0,0.5024,1.0,0.7732,1.0
P24941,Q15329,0.5408,0.9104,0.4895,1.0
O75175,Q9UDV6,0.4988,0.5274,0.4936,0.2659
O14775,P05067,1.0,0.5613,0.3937,0.7103
P18848,Q9H2S9,1.0,0.1119,0.4797,0.9594
P22681,Q13239,0.5736,0.8855,0.6238,0.5674
O15304,P04637,0.7918,0.3823,0.5677,0.6529
P08670,Q7L311,1.0,0.2434,0.7063,0.9738
O60663,P05067,0.4488,0.5364,0.8635,0.3933
P04150,Q8TAE8,0.3392,0.2513,0.8238,0.3962
P04156,P13861,0.7514,0.4882,0.4146,0.9083
A6NIX2,O60663,1.0,0.6234,1.0,0.3171
P04637,Q96I24,1.0,0.6193,0.5619,0.5703
P23297,P31949,0.007,0.6751,0.5266,0.5296
O00220,P06493,0.5911,0.8486,0.1903,0.4862
P18848,Q9UHX1,0.4394,0.8225,0.6898,0.6501
O00220,Q04771,0.7682,0.2635,0.1364,0.5321
P04233,Q13347,0.6256,0.6838,0.7528,0.3397
P24941,Q02535,1.0,0.797,0.9946,0.7686
P01100,P35452,0.8037,0.8262,0.8121,0.3461
P02545,Q06330,0.4976,0.6063,0.7731,0.5631
O75400,P55854,0.9983,0.6462,0.8793,0.5082
P18847,P25963,0.6418,1.0,0.7711,0.4633
P18848,P62879,0.5251,0.5366,1.0,0.6277
P04637,Q07812,0.4741,0.7252,0.4471,0.6359
P15976,Q05513,1.0,0.4348,0.6313,1.0
O75190,P08670,0.2392,1.0,0.6867,0.406
O75558,Q14192,0.6923,0.4047,1.0,0.881
O75175,P36915,1.0,0.6791,1.0,0.5862
P21246,Q9H213,0.4126,0.3025,0.7819,0.9015
P04637,P55854,0.6906,0.0,0.5448,0.4075
P18848,Q70SY1,1.0,0.6861,1.0,0.669
P08047,Q9Y294,0.4549,0.9546,0.5547,1.0
P07948,Q6PIZ9,0.5927,0.1154,1.0,0.9438
O75175,P25963,0.3906,1.0,0.6697,1.0
P17036,Q9H2S9,0.4431,1.0,0.7325,0.8919
P18848,P36915,1.0,0.7774,1.0,0.5384
O75175,P18847,0.1999,0.6602,0.8167,0.761
O60683,P56589,0.6145,1.0,0.5792,0.8009
P18848,Q92730,1.0,0.9707,0.4469,0.0
O75558,Q13642,0.2736,0.9929,1.0,0.9156
P15514,Q969F2,0.6521,0.1627,0.7706,0.575
O60683,Q9Y5Y5,0.4578,0.7129,0.7562,0.1165
P02545,Q8N668,0.6888,0.0,0.5338,0.3398
P04792,Q92890,0.7991,1.0,0.2878,0.535
O00716,Q8TAK5,0.2691,0.4844,0.7795,0.9312
O43290,O43447,0.3949,0.6495,0.5042,1.0
P07196,Q7L311,0.3245,0.5367,0.1802,0.1604
P17036,P18847,0.7793,0.4852,0.9083,0.2707
P10242,P04637,0.8271,0.8508,0.7614,0.8256
O00238,P98170,1.0,0.6177,0.577,0.2831
P20226,Q13952,0.953,0.9837,0.2207,0.5601
O15105,Q13363,0.4709,0.5034,0.8636,0.8775
P08047,P15172,1.0,0.1675,0.8075,0.9625
P17036,Q92785,0.5538,0.5647,0.5285,0.6813
O75400,P26641,0.8683,0.3924,0.3873,1.0
O75175,P31150,0.3737,0.9163,0.2869,0.6134
P17036,P36915,0.5397,0.9318,0.4144,0.6856
P08047,P20226,0.7385,0.7915,0.4917,0.6838
P18848,Q9NQX6,0.8464,0.4252,0.4047,0.5854
P18848,Q68DY1,0.765,0.6395,0.715,0.6832
P04637,P10145,0.2441,0.4194,0.8785,0.3311
P04637,P51149,0.9493,0.6642,0.8447,0.4282
P18847,P62879,1.0,0.8635,0.5515,0.8293
P25490,Q15910,1.0,0.6113,0.4386,0.6971
O75190,P05787,1.0,0.5604,0.7264,0.6884
P07196,P55854,0.5262,0.9333,0.5084,0.5445
O00167,Q9BUZ4,0.5639,0.5763,0.6566,0.8622
O75175,Q9UHR5,0.7435,0.5073,0.4653,0.3718
P24941,P27348,0.9916,0.9046,0.5232,0.6464
P14136,P05787,0.6164,0.2844,0.9353,1.0
O75175,Q92730,0.4107,0.5142,1.0,0.9719
P17036,Q16828,0.9135,0.4348,0.5407,0.443
O95361,Q9ULZ3,0.7631,0.4713,0.4117,0.7007
P13861,P49841,0.7977,0.9128,1.0,1.0
P15531,P04792,0.9756,0.4763,0.7421,1.0
P17036,Q9UH92,0.6004,0.7276,0.7758,1.0
P18848,Q93096,0.7248,0.6659,0.5852,0.5888
O75175,Q9UH92,0.8793,0.8907,0.099,0.8541
P15172,Q01105,0.987,0.9417,0.7954,0.4683
P17036,Q9NQX6,1.0,0.4425,0.79,0.4443
P18848,P41240,0.6198,0.9646,0.8365,0.5981
O75496,P49736,0.7349,0.7906,0.5226,0.9225
P06730,Q9UKV8,0.2177,0.0,0.4793,0.4122
P17706,P31946,1.0,0.987,0.5407,1.0
P04637,Q9H469,0.7342,0.5781,0.4149,0.2831
P18848,Q00987,0.7865,0.8447,0.7497,0.5748
O75175,P41240,0.8382,0.453,0.9527,0.7664
P24941,P63244,0.1873,0.7624,0.7059,0.6126
P06730,Q9HB40,0.9339,1.0,1.0,0.0073
P07948,P17252,0.62,0.1706,0.953,0.9735
P02545,P17706,0.8496,0.5527,1.0,0.7431
P18847,Q92730,0.7359,0.7469,1.0,0.6573
P20226,P01100,0.8487,0.7035,0.7489,0.9025
O60936,Q13247,0.5988,1.0,0.75,0.1107
P17036,Q8TAU0,0.7511,0.2675,0.6407,0.8851
O75190,P36871,0.379,0.6482,1.0,1.0
O75175,Q68DY1,0.307,1.0,0.5361,1.0
P17036,Q9UHX1,0.7236,0.2264,0.4796,0.4001
P06493,Q01094,0.9023,0.3152,1.0,0.4688
P17036,Q8TBX8,1.0,0.5944,0.49,0.4379
O00716,Q14192,0.2951,0.7115,0.8,0.5175
P10415,Q07820,0.0697,0.1234,0.4748,0.9202
P10828,O15379,1.0,0.4811,0.4426,0.5432
O00220,Q13158,0.804,0.6717,0.4888,0.0139
P21731,P62491,0.4994,0.5096,0.3065,0.1598
P11802,Q15796,0.7616,0.4234,0.4223,0.9125
P08621,Q13247,0.5887,0.534,0.5033,0.5489
P11802,Q9UBD5,0.8774,0.9443,0.7681,0.5192
P01100,P48730,0.8851,0.5623,1.0,0.5667
O60936,Q08170,0.364,0.6057,0.8127,0.8909
P04637,P62995,0.7617,1.0,1.0,0.2216
P06753,P60981,0.9572,0.6544,0.5362,1.0
O15105,Q15750,0.7381,0.9364,0.674,0.4302
P04637,Q9UBD5,0.6499,0.1628,0.4424,0.9615
O75175,P17036,0.6171,0.8168,0.752,0.8155
O75175,Q9H6S3,0.0837,0.2424,1.0,0.3476
O75446,Q06330,0.3316,1.0,0.5155,0.8245
P04637,P25311,0.6233,0.9506,0.9874,0.1341
P10276,P31749,0.8735,0.1866,0.0,0.526
P17980,Q15750,0.656,0.305,0.8749,0.6816
P24941,O75496,0.7998,0.5093,1.0,0.7602
P11473,Q96RL1,0.9573,0.891,0.7227,0.7438
P24941,Q00526,0.0,0.4263,1.0,0.5263
P18847,P31150,0.4184,0.387,0.7801,0.9262
O75175,Q93096,0.4932,1.0,0.7415,0.8242
P17036,Q68DY1,0.3563,0.897,1.0,0.5146
P04150,P62491,0.3261,0.3805,0.5356,0.8283
P17036,P41240,0.7537,1.0,0.0,0.9184
P06729,Q96B97,0.7038,0.1355,0.6769,0.3752
O15105,P31269,1.0,0.4597,0.5572,0.6106
O75190,P17661,0.4064,1.0,0.7372,0.4599
O75888,Q92956,1.0,0.1618,1.0,0.5897
P04233,P60842,0.4772,0.5168,0.3476,0.3447
P05067,P13861,1.0,0.2531,0.1163,0.2314
P24941,Q15796,0.8019,0.0315,0.5092,0.8606
O00238,P01137,0.2185,1.0,1.0,0.5429
O75175,P18848,0.7742,0.5598,0.5973,0.5401
O75175,Q16828,1.0,0.9436,0.5951,0.4758
P08621,Q9BUQ8,0.5086,0.2406,0.7164,0.6464
P17980,Q16143,0.5916,1.0,0.6051,0.9834
P17036,P25963,0.8206,0.6942,0.5414,0.309
O43739,P10276,0.2889,0.4412,0.6893,1.0
P11473,P04637,0.697,0.9611,0.7559,0.9172
P08670,O95361,0.9097,0.127,1.0,0.8385
P02545,P17036,0.5371,0.4951,0.6764,0.6059
O43524,Q13309,0.4788,0.2594,0.6823,0.7614
O75175,Q8TBX8,0.7751,0.6501,0.8814,1.0
P17036,Q14192,0.5777,0.5669,0.8409,0.8549
P17706,P05067,0.8259,0.2473,0.765,0.6085
P17036,P18848,0.4527,0.984,0.7245,1.0
P07948,O15492,0.6764,0.704,1.0,0.6722
P04637,P56597,0.6818,0.0771,0.8219,1.0
P18847,Q93096,0.2814,0.0,0.8168,0.4644
P21731,P63244,0.5431,1.0,0.7081,0.1679
P10398,P13647,0.8392,0.8843,0.5669,0.3502
P18848,Q14192,0.6098,0.6235,0.3432,1.0
P22681,P51965,0.8934,0.0172,0.9019,1.0
P04156,P27361,0.7929,0.6017,0.4932,0.5905
P15976,Q08117,0.641,0.6885,0.3465,0.4878
P13631,Q96RL1,1.0,1.0,0.9644,0.5636
P04156,P27348,1.0,0.9028,0.3691,0.8631
P02545,Q15797,0.7622,0.6363,0.5367,1.0
P22087,Q00688,0.6682,0.0,0.5702,0.222
P24385,Q15797,0.7006,0.6499,0.7648,0.0436
P18848,Q9UHR5,0.7459,1.0,0.6223,0.9601
O15379,O15105,0.3141,0.7907,0.3737,0.7778
P22681,Q6PIZ9,0.5752,0.319,1.0,0.9485
P20338,Q7Z434,0.8024,0.621,0.3894,1.0
P06729,P13987,0.0354,0.7548,0.2568,0.4162
P08670,P51693,0.6211,0.2015,0.9684,0.5107
P04150,P04637,0.4269,1.0,0.4666,0.7472
O60936,P84103,0.7988,0.8337,0.6335,0.9611
O15379,P25490,1.0,0.3099,0.8291,0.5393
