Seq_A,Seq_B,RR,RP,LR,LP
Q14186,Q16254,1.0,1.0,0.2419,0.7247
Q8TAU0,Q9H9D4,0.9892,0.8095,0.7161,1.0
P18847,Q9H2S9,1.0,0.6374,0.9229,0.5913
P04141,P15509,1.0,0.2107,1.0,1.0
P31150,Q14192,1.0,1.0,0.5852,0.3141
Q15910,Q07955,0.9535,0.6243,0.6231,1.0
P07196,P17661,1.0,0.886,0.3381,0.642
P18848,Q9UH92,0.3697,0.2544,0.1972,1.0
P27348,O43524,0.1578,0.4186,0.4405,1.0
Q92785,Q9UHR5,0.8756,0.7608,0.2419,0.9082
P55854,Q9UKY1,1.0,1.0,1.0,1.0
O75175,Q70SY1,0.3851,0.4895,0.4762,0.8148
P08047,P23511,1.0,1.0,1.0,0.2555
P62136,P78396,0.9541,0.6953,0.9031,1.0
Q07021,Q13952,0.7594,1.0,0.9274,1.0
P01137,P17980,0.8336,0.836,1.0,0.8649
O60683,Q92968,0.9037,0.8204,0.7476,0.4623
Q05516,Q96QF0,1.0,0.7209,0.7631,0.5905
P20338,P21731,0.7869,1.0,0.3561,0.71
P31150,Q92785,1.0,0.5192,0.1341,0.5771
P49736,P31949,1.0,0.3789,0.7649,1.0
P18848,Q02535,0.2991,0.7522,0.3185,0.0
O00623,Q92968,0.3904,1.0,1.0,1.0
P62879,Q9NQX6,0.0,1.0,0.6995,1.0
P51572,P10415,0.961,1.0,0.7603,0.6227
O75414,P04637,0.4836,0.8374,0.5115,1.0
Q14192,Q02535,0.0,0.2871,0.3697,1.0
P25963,P41240,1.0,1.0,1.0,0.3948
P10828,Q92786,0.5457,0.703,1.0,0.6994
O43559,P61587,0.9762,0.1687,0.4876,0.2921
Q07817,Q9UKY1,1.0,1.0,0.5253,1.0
P15531,Q13232,0.4852,0.8775,0.833,0.2718
P26641,Q9H213,0.7216,1.0,0.8734,1.0
Q93096,Q9UH92,0.0,0.6509,0.5931,1.0
Q14192,P41240,0.4491,0.7256,0.5322,1.0
P26368,P26038,0.7027,0.4273,0.4559,1.0
Q8TBX8,Q9UHX1,1.0,0.8491,1.0,0.3538
Q96B97,Q92956,1.0,0.4697,1.0,0.494
Q13485,Q9BR65,0.3777,1.0,1.0,0.7163
P38936,Q9UHX1,0.8693,0.8841,1.0,0.7504
Q9NY72,Q9UBY5,0.8148,0.6916,0.905,1.0
Q8TBX8,Q9UHR5,0.3647,0.7875,0.7805,0.9871
Q15583,P05067,0.9911,0.0996,1.0,1.0
P24385,P38936,0.9065,0.7762,0.8337,0.4505
O75400,P21246,1.0,1.0,0.8822,0.4491
Q9UI95,P62873,1.0,0.75,0.2854,0.8894
P26641,Q5T3J3,0.4742,0.841,0.1335,0.4332
P18847,Q9UH92,0.3403,1.0,0.4919,1.0
P25963,Q93096,0.8061,0.8405,0.7038,0.2461
P62873,Q6Y2X3,1.0,1.0,0.6866,0.052
P15976,Q13547,1.0,1.0,1.0,0.7694
P38936,P63244,1.0,0.9168,0.2823,1.0
P23297,P25815,1.0,0.5356,1.0,0.9186
Q8N5F7,Q13546,0.9108,0.6523,1.0,1.0
Q08117,O15379,0.7557,0.9374,1.0,1.0
Q9UH92,Q9UHR5,1.0,0.9233,0.7241,0.8333
Q5T3J3,Q7L311,0.0146,0.3677,0.3381,0.7203
Q9UM11,P17980,1.0,0.924,0.2167,0.2763
O75175,Q9UHX1,1.0,1.0,1.0,0.917
P43403,Q6PIZ9,0.9697,0.7854,0.7903,0.6942
Q01094,Q06546,0.4401,0.4693,0.2393,0.5645
Q13485,Q13547,0.5579,0.6235,0.4508,0.9339
O60936,P63162,0.5873,0.7511,0.6526,1.0
P18847,P36915,0.8707,1.0,1.0,1.0
P49841,P08621,0.7819,0.8123,0.7179,0.9619
Q99986,P55209,1.0,1.0,0.7513,0.9081
P25815,P31269,0.8207,1.0,0.6451,0.7584
Q8TDR0,Q9BUZ4,0.9466,1.0,0.1458,0.7887
Q15796,P48730,0.6901,0.1051,0.8198,1.0
Q05516,P06493,0.9716,0.6183,0.7549,0.9919
P36915,Q16828,0.7706,0.6717,1.0,0.8864
Q16828,Q68DY1,0.9973,0.2941,0.7302,1.0
Q12933,Q9UKG1,0.8335,0.347,0.7707,0.9654
O75175,P62879,0.4066,0.5752,0.0,0.6663
O75190,P02533,1.0,0.727,1.0,1.0
P17036,Q92730,0.492,0.408,0.7494,0.812
P63165,Q9Y2Q3,1.0,0.8449,1.0,0.9586
Q16891,Q9H213,0.44,0.176,0.6536,0.4355
Q13239,Q6PIZ9,1.0,0.3018,1.0,0.3182
Q96EV8,P62491,0.4455,0.7067,0.6637,0.5951
Q06481,P04233,1.0,1.0,0.2307,0.9113
P62491,Q9NV70,0.9115,0.544,1.0,1.0
Q15910,Q13643,1.0,1.0,0.7986,0.6321
P84022,P08621,1.0,0.7182,0.8666,1.0
Q9ULX6,P13861,1.0,0.2708,0.7499,1.0
P05787,P17980,0.6802,0.6315,0.6168,0.7959
Q96CV9,P51149,0.4863,1.0,0.562,0.5117
P63162,P08621,0.185,0.2919,0.5614,0.979
Q49AN0,Q9UKC9,0.4077,0.638,1.0,0.909
P49459,P04637,0.8197,0.7286,0.7373,0.9333
O43447,P98170,0.7735,0.5747,0.523,0.8811
P21246,P55854,0.986,0.4239,0.6679,0.3444
Q9BR65,P11802,0.5492,0.1975,0.7796,0.8795
P06493,Q07817,0.8778,0.8152,0.6235,1.0
P18847,Q9NQX6,0.6204,0.3643,1.0,0.7208
Q13485,P08621,0.1295,1.0,0.9195,0.6265
P36915,Q9UHX1,0.8732,0.7112,0.6997,0.9638
P36871,P25815,0.6927,0.1879,1.0,1.0
P28482,Q14192,0.9151,0.9343,0.5902,1.0
P05412,Q9UBD5,1.0,0.3571,0.7471,0.5371
Q92730,Q92785,1.0,0.3707,0.7224,1.0
O15105,P31273,0.4449,0.5828,1.0,0.4499
P30533,P05067,1.0,0.93,0.6494,0.7413
Q92785,Q9H9D4,1.0,0.8646,0.7081,1.0
Q16526,Q07021,0.3224,1.0,0.5844,0.826
P18847,Q8TBX8,0.9488,0.8386,0.4106,0.6368
O43194,Q9UBU3,0.7114,1.0,0.4313,0.2788
P04637,Q13571,0.267,0.8915,1.0,0.5626
Q01094,P49841,0.5649,1.0,0.5343,0.941
Q13133,Q96RL1,1.0,0.4683,0.6641,0.3061
P01100,P15559,0.9843,1.0,0.666,1.0
Q49AN0,P17980,0.6485,0.8668,0.4367,1.0
P25963,Q9H6S3,0.7136,0.5112,0.4911,0.6157
Q9BUB5,P06730,0.818,0.486,0.9913,1.0
P26368,Q01081,1.0,0.3074,0.5529,0.5931
P41240,Q68DY1,0.4588,1.0,1.0,0.1997
Q16828,Q9NQX6,0.519,0.9657,1.0,1.0
Q14192,Q9UH92,0.1981,1.0,1.0,1.0
P35548,P28360,0.8184,0.8037,0.4829,0.554
P51572,P17706,1.0,0.7318,0.6452,0.9802
Q9UKG1,P04792,0.2507,0.1099,0.7681,0.4717
Q15910,Q92890,0.7944,0.9504,1.0,0.569
Q15910,O95983,1.0,1.0,0.5628,0.5685
P36915,Q9H6S3,0.3001,0.7848,0.8535,0.9033
O14640,P49841,0.2209,1.0,1.0,0.87
Q16828,P63096,0.1909,1.0,0.6397,0.3996
Q9UDV6,Q9UH92,0.2603,0.2554,1.0,0.2272
Q9H2S9,Q9H9D4,0.7022,0.0,0.6304,0.3164
Q9HAV0,P50148,0.8536,0.1917,0.2656,1.0
P07196,P26641,0.7612,0.6528,0.5294,0.9329
P31269,P84022,0.6834,1.0,0.7351,0.6147
P35240,P20226,0.2148,0.145,0.4171,0.7044
P28482,P84022,0.2238,1.0,0.9535,0.8991
Q14192,Q92730,0.0167,0.9043,1.0,0.7547
O60896,P56589,0.1583,0.1554,1.0,0.708
P31150,Q8TBX8,0.7498,0.5696,0.6149,1.0
P21731,Q9UBU3,1.0,0.5893,0.3452,0.7561
Q5TD97,Q9H9D4,0.6927,0.8587,0.8526,1.0
Q02535,Q93096,1.0,1.0,0.3762,0.6023
Q9H2S9,Q9UH92,0.4205,0.7577,0.286,1.0
Q16763,P31749,1.0,0.6069,0.2775,0.3812
P49841,O43194,0.841,1.0,0.5918,0.1303
P04637,Q9ULX6,1.0,0.5997,0.2416,0.6268
Q15466,P19793,0.8465,0.7457,0.4104,1.0
P24385,P05787,0.7502,1.0,1.0,0.6202
P15509,P08700,1.0,0.5857,0.9196,0.5866
Q00987,Q92769,0.7556,1.0,1.0,0.9131
P61587,Q13309,0.9449,0.7773,1.0,0.15
P31150,Q16828,1.0,0.499,0.7806,0.6352
P18847,Q9UHX1,0.5931,0.8796,0.7054,1.0
Q68DY1,Q92730,1.0,1.0,1.0,0.5029
Q8N668,P25963,0.8644,0.4952,1.0,1.0
P06493,P26951,0.7623,1.0,0.9883,0.7418
Q9BQY9,P48729,0.6382,1.0,1.0,1.0
Q12933,Q07955,0.0513,0.6127,0.7927,1.0
Q9NQX6,Q9UHR5,0.8521,0.6045,1.0,1.0
P62879,Q14192,0.5634,0.6467,0.7108,0.4798
O00167,P15531,0.2868,0.5911,1.0,1.0
P42771,Q01094,1.0,0.9225,1.0,0.2668
Q8TBX8,Q92785,0.2735,0.3707,0.5985,0.1116
Q7Z434,Q92575,1.0,0.9185,0.63,0.6936
P04637,Q13232,0.4315,0.7514,1.0,0.9979
O75175,Q92785,0.1909,0.3187,0.8214,0.4596
Q86XR8,P05787,1.0,0.7647,0.2538,0.4244
Q8TCT9,P04233,1.0,0.5701,0.2609,0.9019
Q68DY1,Q9UH92,1.0,0.7172,0.8755,0.5768
P55854,Q16891,1.0,0.6943,0.5243,0.4083
P01137,P50750,1.0,0.6653,0.903,1.0
P49841,Q9UHR5,1.0,1.0,0.8024,0.9526
P60842,P60228,1.0,1.0,0.9804,1.0
P35222,P62491,0.1353,0.8915,0.3462,0.9222
P23511,P38936,0.8298,0.7518,0.5929,0.6941
P62879,Q68DY1,0.6295,0.8173,1.0,0.4703
P41240,P05412,0.8957,0.4086,0.8968,1.0
Q9UM11,P60842,0.9268,0.9743,0.7787,0.0556
O15379,P18847,1.0,0.6184,0.95,0.3512
P18848,Q92785,0.5719,0.7105,1.0,0.5427
P04792,P60842,0.9365,0.9231,0.9547,0.5244
P62879,Q16828,0.7842,1.0,1.0,0.6558
P19793,Q13133,1.0,1.0,0.6986,0.2555
Q9BR65,P28482,0.6903,1.0,0.3868,1.0
P42224,Q8TAE8,1.0,0.7085,0.7752,0.6105
Q08117,Q01105,0.1767,0.9604,0.7558,0.2615
P28328,P56589,0.5188,0.3236,0.6727,1.0
O75190,P14136,0.6789,0.6799,0.0,0.2416
Q12933,P48729,1.0,1.0,0.8505,0.8007
P36915,Q14192,0.0,0.8695,1.0,1.0
P41240,Q93096,1.0,0.5696,0.2623,0.8322
Q07812,P25490,1.0,0.5524,0.8824,1.0
P28328,Q9Y5Y5,0.6029,0.5126,1.0,1.0
Q12933,P63244,1.0,0.6801,1.0,0.801
Q12933,P27701,0.6084,0.9129,0.8004,1.0
Q8TAU0,Q9NQX6,0.4352,0.868,1.0,0.8975
P56589,Q99986,0.7544,0.221,1.0,0.836
Q02040,Q13247,1.0,0.3881,0.6736,1.0
O60936,P62995,1.0,0.4153,0.7024,1.0
P84103,P26368,1.0,0.1153,0.4809,0.7546
Q70SY1,Q9NQX6,1.0,0.6994,0.693,0.5588
P18754,P04637,0.3101,0.5555,0.4617,1.0
Q56P03,Q16254,1.0,1.0,0.8222,0.9351
P51572,Q86Y07,0.5757,0.0766,0.1741,0.3627
P51693,Q8N2W9,1.0,1.0,1.0,1.0
P06493,Q9UM11,1.0,1.0,0.2355,0.0
P30533,P04637,0.4798,1.0,0.4627,0.7264
P17036,P62879,1.0,1.0,0.9073,1.0
Q05513,P60228,0.8515,0.2367,0.5936,1.0
Q9BR65,P04637,1.0,0.6553,0.9334,0.6365
P08621,O43447,0.3246,0.6347,0.6711,1.0
Q9BUZ4,O43559,0.9759,1.0,1.0,0.7633
P04150,P62873,0.9725,0.0,0.5193,0.5137
Q68DY1,Q8TAU0,1.0,0.6611,1.0,1.0
Q9H9D4,Q02535,0.4036,0.0,0.7701,0.5561
P25963,Q8TAU0,0.5783,0.5422,0.9723,0.0863
Q14192,Q9UHR5,1.0,1.0,0.8283,1.0
Q06546,P25311,0.389,1.0,0.8085,0.3673
P18847,Q70SY1,1.0,0.7906,0.2705,0.6073
Q07021,P36915,1.0,1.0,0.5865,1.0
P25963,P62879,0.8308,0.5812,0.9686,0.8551
P26368,Q9UHR5,0.8028,1.0,0.8925,0.9326
O75558,P17980,0.667,1.0,0.1773,1.0
O00623,Q9Y5Y5,0.9382,0.0,0.4821,0.7522
Q9NZQ7,P61769,0.8158,0.3186,0.7671,0.977
Q9H204,P50750,0.0,0.0,1.0,0.7848
Q9UBB5,Q13547,0.0849,0.8045,0.4306,1.0
Q7Z434,Q12933,1.0,0.8803,0.1204,1.0
P04637,P24385,1.0,0.8629,0.5116,0.4433
P17036,Q9H9D4,0.7061,0.5398,0.7584,0.7589
P42229,P16410,0.3411,0.8474,0.6099,0.3885
Q15910,P22087,1.0,1.0,0.1776,0.9273
Q9H2S9,Q9NQX6,1.0,1.0,1.0,1.0
P25963,Q9UHX1,0.7699,0.9638,1.0,0.4363
P17252,P63244,0.7007,0.6928,0.8053,1.0
Q92785,Q93096,0.8128,0.173,1.0,1.0
P26641,P51693,0.2887,0.4612,0.6709,0.8728
Q16828,Q9H9D4,0.9118,0.7702,1.0,0.49
P10398,Q07817,0.391,1.0,0.5305,1.0
P18848,Q8TAU0,0.8542,1.0,1.0,0.2212
P31150,Q68DY1,1.0,1.0,1.0,1.0
O75175,Q9UDV6,0.6845,0.4698,1.0,0.1966
P36915,Q9H9D4,1.0,1.0,0.8115,0.7765
O43447,O94906,0.4649,0.8021,1.0,0.4188
Q14192,Q8TAU0,1.0,1.0,0.607,0.5815
P18848,Q9H2S9,1.0,1.0,0.1306,1.0
P63244,Q7Z434,0.7994,0.8328,1.0,1.0
P38936,P55854,0.3216,0.4614,1.0,0.5555
P22681,Q13239,0.6233,0.4769,0.4793,1.0
O15304,P04637,0.4679,0.8961,0.5386,0.6634
Q92785,P67775,0.5007,0.3144,0.6294,0.0832
Q96RE7,Q7Z434,1.0,1.0,0.5919,0.6657
P31150,P41240,0.5741,0.6537,0.4794,1.0
P04150,Q8TAE8,0.9292,0.8843,0.6801,0.6432
Q70SY1,Q8TAU0,0.984,1.0,0.5594,0.5593
P04792,P08670,0.8681,0.6471,0.1502,1.0
A6NIX2,O60663,0.4362,0.4146,1.0,0.9532
Q16828,Q9H6S3,0.4526,0.4484,0.373,1.0
Q07955,Q49A26,0.7121,1.0,0.6527,1.0
P41240,Q9UH92,0.4565,1.0,0.3317,1.0
Q9Y2D8,Q15750,1.0,0.7078,0.6922,0.181
P49459,P50750,0.6182,1.0,0.3539,0.0
P19793,Q92786,1.0,1.0,0.4405,0.8177
Q13547,Q00688,1.0,0.9584,0.7359,0.1476
Q9NQX6,Q9UH92,0.0,0.5224,0.5379,0.9235
P42771,P24385,1.0,1.0,1.0,1.0
Q92730,Q9UH92,0.9098,0.67,0.1742,0.5598
Q02535,Q9UHR5,0.8979,0.8262,0.0032,0.0
Q9H6S3,Q9UH92,0.8905,1.0,0.4184,0.6896
Q8TAU0,Q92785,0.0674,0.8052,0.6198,0.7207
P24941,Q02535,0.7671,0.8638,0.9318,1.0
P36915,Q8TAU0,0.8382,0.3261,0.1006,1.0
Q5TD97,P27918,1.0,0.82,0.9587,0.8458
P50750,Q15796,0.6809,1.0,0.7406,0.8933
O75400,P55854,1.0,0.0895,0.4038,0.1804
Q05516,P15976,0.866,0.73,0.4468,1.0
P25963,Q9NQX6,1.0,0.3538,0.4497,1.0
P38936,P08670,1.0,0.6015,0.6815,0.7811
Q13485,P15172,0.9336,0.2501,0.7895,0.6745
P18848,P62879,0.6384,0.3756,0.6703,1.0
Q93096,P05067,1.0,0.8039,1.0,1.0
P84103,P62995,1.0,1.0,0.9423,0.49
Q13485,Q9UM13,0.485,0.4848,0.1766,1.0
P04637,Q07812,0.6449,0.8807,0.7317,1.0
P32927,P04141,1.0,0.1884,0.6515,0.3358
Q13643,P84022,0.9951,0.5408,0.5954,0.652
Q9H6S3,Q9NQX6,0.7544,0.7391,0.5336,0.4436
Q9H213,Q9UKY1,1.0,0.7928,1.0,0.9553
P51965,P63165,1.0,0.2179,0.435,0.8063
Q9Y294,Q16254,0.2068,1.0,0.6725,1.0
Q00987,P18847,0.7876,1.0,1.0,0.8689
O75558,Q14192,0.2496,1.0,0.5249,0.7396
O75175,P36915,0.9854,1.0,0.7062,0.8229
P21246,Q9H213,1.0,1.0,1.0,0.4051
P04637,P55854,0.9657,0.7743,0.3225,0.6411
Q68DY1,Q9UDV6,0.9444,0.9561,0.9045,1.0
P21246,Q9UKY1,1.0,0.6339,1.0,0.3343
P35638,P01100,1.0,0.4875,0.7318,1.0
P08047,Q9Y294,1.0,1.0,0.6821,0.9948
P25815,Q9UK97,1.0,0.427,1.0,0.6599
P07948,Q6PIZ9,1.0,1.0,1.0,0.6572
O75175,P25963,1.0,1.0,0.7484,1.0
P17036,Q9H2S9,0.7354,0.4678,1.0,0.816
P18848,P36915,0.8176,0.7458,0.941,0.8722
O75175,P18847,1.0,0.1585,0.8389,1.0
Q13547,P04792,0.9567,1.0,1.0,0.8194
P18848,Q92730,0.8353,1.0,0.7207,1.0
O75558,Q13642,0.2929,0.2055,0.6029,0.784
Q92769,O15105,0.905,0.8153,0.3937,0.2506
Q15796,Q15797,1.0,0.7102,0.0297,0.4493
Q93096,Q9UHR5,0.7992,0.3523,0.9661,0.7269
Q13158,O60936,0.9364,0.4951,0.0764,0.6484
P61587,Q8WU20,1.0,0.4151,0.2953,1.0
P26368,P22087,1.0,1.0,0.8132,0.5956
Q16828,Q92730,0.5716,1.0,1.0,1.0
Q70SY1,Q9H9D4,0.0,1.0,0.7831,1.0
P62879,Q92785,0.5263,0.983,0.4264,0.7575
O60683,Q9Y5Y5,0.7458,0.6792,1.0,0.7942
Q9UBB5,Q9UJW3,1.0,1.0,1.0,1.0
Q92730,Q9H2S9,0.6903,0.8305,0.4471,0.7044
Q9H9D4,Q9UH92,0.6544,0.0,0.5177,0.786
P51572,Q07812,1.0,0.607,0.8351,1.0
Q99576,P05412,0.8682,1.0,0.7745,0.1245
Q02535,Q70SY1,0.719,1.0,1.0,0.3263
Q92785,Q9UHX1,0.0,0.7669,0.9299,0.5256
P07196,Q7L311,1.0,0.2192,0.4423,0.9547
Q8TAU0,Q9UHR5,1.0,1.0,0.3443,0.8941
Q9NY72,O60683,0.5139,0.5135,1.0,1.0
Q01094,O00716,0.6859,0.6606,0.9407,0.7122
Q92730,Q93096,0.6159,0.4764,0.7762,1.0
Q96CA5,P98170,0.4775,0.6259,1.0,0.0958
Q9H204,P26038,0.9666,0.675,0.4882,1.0
Q00987,Q01094,1.0,0.6764,1.0,1.0
Q14192,Q05516,0.0,0.8598,0.8993,0.2579
P45983,Q13158,0.3924,0.6579,0.6838,0.4234
Q9UH92,P05067,1.0,1.0,0.4618,1.0
Q6Y2X3,Q07021,0.4531,0.5384,1.0,1.0
P30260,Q9UI95,0.9068,0.2932,0.8706,0.2961
P49459,Q9UHX1,0.8292,0.3311,0.9714,0.9684
Q92890,Q13309,0.8607,1.0,0.8029,1.0
Q9Y294,P62136,1.0,1.0,0.8563,0.7939
Q01130,Q02040,0.9965,0.5506,0.4359,0.4851
P35348,Q07699,0.7944,0.9661,1.0,1.0
Q13309,P24941,1.0,0.7152,0.744,0.909
O75400,P26641,0.6674,1.0,0.9289,1.0
Q02535,Q16828,0.8412,0.6813,1.0,0.6035
Q9UDV6,P41240,0.6233,0.0,0.0,0.6631
Q9BR65,P49768,0.7313,1.0,0.7919,1.0
Q8TBX8,Q9H9D4,1.0,0.4389,1.0,0.9319
P30260,P67775,1.0,0.7906,0.0,0.997
O75175,P31150,1.0,0.9873,0.5521,0.1285
P17036,P36915,1.0,1.0,0.0,0.4016
Q06330,P04637,0.832,1.0,1.0,0.4521
P84103,Q02040,1.0,1.0,0.6122,1.0
P35222,P35638,1.0,1.0,1.0,0.1942
P18847,Q9UHR5,0.953,0.7191,0.6497,1.0
P04637,P10145,0.5969,1.0,0.0084,1.0
P41240,Q9H6S3,0.8918,1.0,0.6045,0.9979
P04637,P51149,0.4595,1.0,0.7729,1.0
Q14192,Q9NQX6,0.9725,1.0,1.0,0.2433
Q49AN0,Q9UK97,0.4454,1.0,0.8968,0.5716
P31273,Q15796,0.8147,0.7092,0.426,1.0
O75190,P05787,1.0,1.0,0.9202,0.8829
P07196,P55854,0.4715,0.4935,0.5941,0.5727
O75175,Q9UHR5,0.4018,0.0,0.6434,0.8093
Q15797,Q9UM13,0.3087,0.8569,1.0,0.0
Q96B97,P04792,1.0,1.0,0.3096,0.6109
Q9H2S9,Q9UDV6,1.0,0.7236,0.1329,0.8861
O75175,Q92730,0.6169,0.607,1.0,0.7869
P17036,Q16828,0.5841,0.0,0.3452,0.5664
P06493,P29590,0.4568,1.0,0.8143,0.4961
P35348,P35368,0.7476,0.0849,1.0,1.0
Q13547,P20226,0.6352,1.0,0.8335,0.6554
Q13077,Q8TAE8,0.2697,0.6183,0.6494,1.0
Q02040,P26368,0.2914,0.3471,0.538,0.7413
Q16526,Q9UK97,0.9218,1.0,0.4078,0.6622
P15531,P04792,1.0,0.4053,1.0,1.0
Q7Z434,Q13077,0.3818,0.5364,1.0,1.0
Q96EV8,P48730,0.8284,0.8329,1.0,1.0
P51677,P10147,0.5857,0.7137,0.8179,0.8003
P17036,Q9UH92,0.8663,0.4622,0.7696,0.8474
P18848,Q93096,1.0,0.4189,0.9327,1.0
Q14186,Q01094,0.7721,0.8851,0.6196,1.0
P15172,Q01105,0.7515,1.0,0.6744,1.0
P17036,Q9NQX6,1.0,0.6145,1.0,0.634
Q68DY1,Q92785,0.7336,0.4238,0.8049,0.7806
P36915,P62879,0.6554,0.8991,0.8392,0.9309
O75496,P49736,1.0,1.0,1.0,0.3191
O15492,P35368,0.8466,0.9817,0.6016,0.1886
P31749,P25963,0.8316,0.9152,0.8547,0.9101
Q15276,P20338,0.5628,0.7867,0.8908,0.1533
Q05513,P55209,0.9561,0.6816,1.0,1.0
P41220,Q15942,0.7351,0.706,0.4496,0.5971
P25963,Q14192,1.0,1.0,0.4197,1.0
P04637,Q9H469,0.7663,1.0,0.3676,0.5964
P18848,Q00987,0.5674,0.3582,0.5681,1.0
P36915,Q8TBX8,0.5026,1.0,0.0033,1.0
Q06547,Q12933,0.6388,0.0,1.0,1.0
Q13330,P25490,0.5087,1.0,0.711,0.7215
P41240,Q70SY1,0.8375,0.7847,0.588,1.0
P24941,P63244,0.5419,0.8259,0.9285,0.5253
Q7L311,Q9H213,0.4401,1.0,0.5206,1.0
Q92769,P13647,0.6184,0.7725,0.8658,0.4793
P06730,Q9HB40,0.0245,1.0,0.1729,1.0
Q99986,P18754,0.3464,0.9151,0.9068,0.9106
Q9NZQ7,P62491,0.0,0.6038,0.2562,1.0
P18847,Q92730,1.0,1.0,0.7022,0.86
Q49AN0,P27348,0.2764,0.2033,1.0,0.6328
P62491,Q9UJ41,0.3525,1.0,0.8784,0.1985
P26038,Q92558,0.81,0.5033,0.7323,1.0
P48729,P42224,0.8006,0.6657,0.4435,0.8465
O60936,Q13247,0.8199,0.6935,0.7109,1.0
Q16526,P60842,1.0,1.0,1.0,1.0
Q68DY1,Q9H6S3,0.2201,0.2304,0.2895,0.7022
P17036,Q8TAU0,0.5775,0.0,0.0292,1.0
P31749,O43524,1.0,0.7008,0.8413,0.7182
Q93096,Q8NEZ5,0.4546,1.0,0.3049,0.3641
O75190,P36871,0.1874,1.0,1.0,0.5018
O75175,Q68DY1,1.0,0.9197,0.5665,0.5855
Q16254,Q14209,0.5242,0.2283,0.8354,0.8421
Q14192,Q93096,1.0,1.0,1.0,0.5089
Q92844,P48729,0.9431,1.0,0.5668,0.5028
O00716,Q14192,1.0,0.9592,0.6855,0.6643
P10415,Q07820,0.7377,0.807,0.4605,1.0
Q13547,Q9ULX6,0.298,0.4271,0.4102,1.0
Q13642,P26368,0.9498,0.5666,0.2566,1.0
O00220,Q13158,0.8981,0.0,1.0,1.0
Q07955,P05067,1.0,1.0,0.3197,0.5914
Q16828,Q92785,0.4214,0.5255,1.0,0.8481
Q15750,Q12933,0.5499,1.0,0.5851,1.0
Q13247,P62995,1.0,0.2597,0.6248,0.5251
Q07812,P17980,0.0932,0.5784,0.8449,0.8103
P25963,P61586,1.0,0.9877,0.8088,0.8995
P28360,Q04724,0.4869,0.9854,0.8519,0.8237
P21731,P62491,0.935,0.9232,0.7121,0.9595
Q9UM11,Q07955,0.5094,1.0,1.0,1.0
P26641,Q9UKY1,0.8054,1.0,1.0,0.4998
P08621,Q13247,0.7553,0.3071,1.0,0.0
P38936,Q05516,1.0,1.0,0.6973,0.4671
