Seq_A,Seq_B,RR,RP,LR,LP
Q12933,Q8TDR0,0.9534,1.0,0.5203,0.7144
P04141,P15509,0.7203,0.5243,0.9142,1.0
P31150,Q14192,0.9892,0.9899,0.6315,1.0
Q02040,Q01081,0.9483,0.7231,1.0,0.9972
Q15910,Q07955,0.1062,0.5797,0.9864,0.0986
P31150,Q93096,1.0,0.7312,0.9927,1.0
P07196,P17661,0.8709,1.0,0.8165,1.0
Q99576,O43524,0.9392,1.0,0.5401,0.4509
P18848,Q9UH92,0.8946,0.0398,1.0,1.0
P01100,P49736,1.0,0.7773,0.6494,0.9932
P04637,P31269,0.1722,0.0398,0.9663,1.0
Q16828,Q93096,0.6907,1.0,0.7268,0.9297
P28482,Q8N5F7,0.7248,0.7316,0.8171,0.8597
Q05516,O95983,1.0,0.6522,0.314,0.6167
P27348,O43524,0.7503,1.0,1.0,1.0
P25963,P36915,0.7656,0.0398,0.0398,0.672
Q92785,Q9UHR5,1.0,0.3153,1.0,0.94
Q99986,P04637,1.0,0.1139,0.8948,0.7047
P04150,P22087,1.0,0.5429,0.242,1.0
P55854,Q9UKY1,1.0,0.3648,0.5844,0.7369
P26368,Q08170,0.9938,1.0,0.3729,0.8014
P08670,Q13330,0.9629,1.0,0.1681,0.9592
O75175,Q70SY1,1.0,0.7933,1.0,0.9712
P41240,P05230,0.3767,0.8259,0.9624,0.6682
P31150,Q9H6S3,0.996,0.4742,0.4977,0.1531
P08047,P23511,1.0,0.7511,0.6849,0.8768
P18847,Q8TAU0,0.8866,0.7197,0.3305,0.9865
P62136,P78396,0.6802,0.3323,0.7885,1.0
P35222,Q14192,0.3891,0.9874,1.0,0.7791
Q9NZQ7,P26038,0.8485,0.2907,1.0,0.7411
Q86Y07,P51452,0.9453,0.4573,0.6281,0.4235
P07196,P21246,0.9986,0.5863,0.6888,0.9906
O60936,Q01130,0.9626,1.0,0.8978,1.0
Q07021,Q13952,0.8129,0.9068,1.0,0.6755
P18847,Q13547,1.0,0.9722,0.9998,1.0
P35222,P04792,0.8388,1.0,0.8566,0.5115
P01137,P17980,0.4746,0.9659,0.471,0.8105
Q92844,P48730,1.0,1.0,0.48,0.9364
P28482,P11473,0.7165,0.5286,0.7937,1.0
O60683,Q92968,0.9502,0.6566,0.729,0.3256
Q05516,Q96QF0,0.5096,1.0,0.7796,0.3231
P20338,P21731,0.8825,0.9961,1.0,0.778
P31150,Q92785,0.6774,0.9996,0.6144,0.5812
P30260,P20226,1.0,1.0,1.0,0.4107
P49736,P31949,0.3321,0.9106,0.7545,0.1278
P51149,Q16891,0.3619,0.0398,1.0,0.4811
P18848,Q02535,0.6743,0.7677,0.0978,0.2668
P51693,Q7L311,1.0,0.9138,0.764,0.8548
Q15796,P19793,0.8343,0.9957,1.0,1.0
O00623,Q92968,0.3099,1.0,1.0,0.5151
P49736,P49207,1.0,1.0,0.5233,1.0
Q8TBX8,Q9NQX6,0.9702,1.0,0.452,0.735
P62879,Q9NQX6,1.0,1.0,0.6364,0.8427
P04792,Q96CV9,1.0,1.0,0.539,0.6263
Q07021,Q05513,0.9138,0.9944,0.8221,1.0
P24941,Q9UBD5,0.7988,0.7968,0.8123,0.6577
P51572,P10415,0.9949,0.9676,0.4787,1.0
O75414,P04637,0.9925,0.3618,0.9893,0.1852
Q14192,Q02535,0.9057,0.3132,0.2398,0.6633
P04792,Q5T3J3,0.6586,0.2682,0.9585,1.0
P25963,P41240,0.3433,0.8452,0.7565,1.0
P13631,Q15466,1.0,0.653,0.5427,0.8109
P10828,Q92786,1.0,0.7355,0.6715,1.0
P35240,Q92558,0.8109,0.9628,0.6935,1.0
Q9UBP5,Q92575,0.8117,0.7169,1.0,0.5903
O43559,P61587,0.7254,1.0,0.8708,1.0
Q86XR8,P05230,1.0,0.5367,1.0,1.0
Q07817,Q9UKY1,1.0,0.0789,0.8718,1.0
P15531,Q13232,1.0,0.6082,1.0,0.9922
P36915,Q92785,0.9918,1.0,0.9164,0.042
P26641,Q9H213,0.0805,0.5358,0.3392,0.3025
Q93096,Q9UH92,0.7242,0.9975,0.7043,0.2926
P51677,P17252,0.657,0.964,0.6229,1.0
Q14192,P41240,0.039,0.8423,0.0468,1.0
P26368,P26038,0.8234,1.0,1.0,0.6884
Q8TBX8,Q9UHX1,1.0,0.4699,1.0,0.5107
Q96B97,Q92956,0.8669,0.7442,1.0,0.7899
P84022,Q9UM13,0.039,0.7447,0.6421,1.0
P36915,Q9UH92,1.0,0.998,0.997,0.4009
Q13485,Q9BR65,1.0,1.0,1.0,0.9297
O95361,Q01094,1.0,0.7463,0.5909,0.9272
P38936,Q9UHX1,0.2919,1.0,1.0,0.6677
Q9NY72,Q9UBY5,1.0,0.7102,0.4752,1.0
Q05513,P31946,0.734,1.0,1.0,1.0
P25490,O75446,0.5176,1.0,1.0,0.6682
P08670,P25963,0.9956,1.0,0.3601,1.0
Q8TBX8,Q9UHR5,1.0,0.1622,0.8884,0.6489
P17252,P25963,0.8406,0.93,0.8634,1.0
Q15583,P05067,0.0733,0.9286,0.3088,1.0
P24385,P38936,1.0,0.5649,0.3219,1.0
P63162,Q13363,0.1545,0.6042,0.6723,0.042
O75400,P21246,0.8228,0.7643,0.7823,1.0
Q9UI95,P62873,0.8153,1.0,1.0,1.0
P17980,P42771,0.5943,1.0,0.7847,0.2421
Q93096,Q9UHX1,1.0,0.8203,0.104,0.1408
P26641,Q5T3J3,1.0,1.0,0.8387,0.6293
Q9H9D4,Q9UHX1,1.0,0.8844,1.0,0.3313
P18847,Q9UH92,1.0,0.5825,0.8751,1.0
P25963,Q93096,0.9875,0.6652,0.9859,1.0
P62873,Q6Y2X3,0.3814,1.0,0.4835,0.9834
P15976,Q13547,0.523,0.7614,1.0,0.783
P38936,P63244,0.7755,0.442,0.8054,0.622
P17036,Q9UHR5,0.9303,0.946,0.1993,0.6506
P23297,P25815,0.2235,0.2698,0.7298,1.0
Q8NEU8,P51149,0.8656,0.3071,0.9595,1.0
P15531,Q00987,1.0,1.0,0.6938,0.9205
Q04771,P05111,0.9432,1.0,1.0,0.4817
Q8N5F7,Q13546,1.0,0.5861,1.0,0.4324
Q08117,O15379,0.6563,1.0,0.2122,1.0
P60228,Q8IUI8,1.0,1.0,1.0,0.856
P08621,Q8N5F7,1.0,0.4956,0.7461,1.0
P17661,P23297,1.0,0.8432,0.5991,0.4696
Q9UH92,Q9UHR5,0.9887,1.0,0.9503,0.9227
Q5T3J3,Q7L311,0.8732,0.3608,0.675,1.0
P31946,Q13309,0.9785,0.9744,0.7125,0.7437
Q9UM11,P17980,0.9776,0.588,0.8135,0.3717
O60936,Q07955,0.842,1.0,1.0,0.7181
P10276,Q00987,0.6076,0.5619,0.3828,0.9252
P28482,P24385,0.1411,0.9085,0.5975,1.0
O75175,Q9UHX1,1.0,1.0,0.7157,0.8612
P24941,P60228,0.039,0.5938,1.0,1.0
Q68DY1,Q9UHX1,0.4324,0.3499,0.874,0.9513
P28328,Q04724,1.0,1.0,0.549,0.4432
P26641,Q16891,1.0,0.7963,1.0,0.9932
O14640,P48729,0.8802,0.5248,1.0,0.987
P25963,Q92730,0.7447,1.0,0.1976,0.2978
P42771,P29590,0.6453,0.2622,0.6473,0.4152
P43403,Q6PIZ9,1.0,0.611,0.9859,0.9311
O75400,Q9H213,0.2934,1.0,0.9855,1.0
Q01094,Q06546,0.6932,0.3557,1.0,0.5744
Q13485,Q13547,0.9398,0.104,0.0455,1.0
Q02535,Q9H2S9,0.9884,0.9933,0.6662,0.042
O60936,P63162,0.7001,1.0,0.8621,0.1052
P18847,P36915,1.0,0.7741,1.0,0.6068
P17980,P04637,0.7024,1.0,0.9423,0.7038
P41240,Q8N2W9,1.0,0.7827,0.1869,1.0
P60981,Q9Y2Q3,1.0,1.0,1.0,0.1376
P49841,P08621,0.4883,1.0,0.7638,1.0
Q8IUC6,Q13077,0.9246,1.0,0.8376,0.9973
O75414,P05067,0.6355,1.0,0.8201,1.0
P15976,Q13077,0.7024,1.0,0.4685,0.6729
Q99986,P55209,0.4736,1.0,0.3754,0.7991
O00623,O60683,1.0,1.0,0.9855,0.9703
P84022,P36897,0.0461,0.5408,0.5461,0.7605
P25815,P31269,0.878,1.0,1.0,0.7494
P06493,O75496,0.9883,0.9875,1.0,0.6896
P17036,Q93096,0.8361,0.6354,0.6535,1.0
O75175,Q9H2S9,0.4756,0.7172,1.0,0.986
P04792,Q9BUB5,0.9657,0.8878,0.7485,1.0
P04141,P26951,0.8226,0.7391,0.9964,0.7577
Q8TDR0,Q9BUZ4,1.0,0.5332,0.3571,0.5307
Q15796,P48730,0.8009,0.5094,1.0,1.0
Q05516,P06493,0.039,0.3105,0.9502,0.9965
Q96EV8,P48729,1.0,0.7407,0.995,1.0
P18848,Q16828,0.9693,0.0398,0.8083,0.3778
P36915,Q16828,1.0,0.5637,0.4077,0.7651
Q92730,Q9H6S3,1.0,1.0,0.7467,0.7543
Q16828,Q68DY1,0.3842,0.7533,0.856,1.0
P62879,Q6Y2X3,0.7852,1.0,0.5349,1.0
P18847,Q14192,1.0,0.5173,1.0,0.7326
Q12933,Q9UKG1,0.6744,0.2655,0.7693,0.8294
P38936,P11802,1.0,0.3364,1.0,0.3902
O15116,O94906,0.7051,0.6462,1.0,0.7651
Q9UDV6,Q9NQX6,0.9248,0.0398,0.5873,1.0
Q13133,P42224,0.9873,1.0,1.0,0.513
O75175,P62879,0.7299,0.8034,1.0,1.0
Q06587,P25490,0.039,0.5503,1.0,0.9648
P06703,P23297,1.0,1.0,0.9963,0.9908
P04637,Q9UKY1,0.4695,1.0,0.9977,0.8119
O75190,P02533,0.973,1.0,0.7473,1.0
Q70SY1,O15492,0.4737,0.6224,1.0,1.0
P17036,Q92730,1.0,0.5487,0.668,0.9731
P63165,Q9Y2Q3,1.0,1.0,0.6299,0.8759
Q16891,Q9H213,0.0814,1.0,0.8693,0.984
Q13239,Q6PIZ9,0.8036,0.3276,1.0,1.0
Q00987,P25490,0.039,0.7547,0.7674,0.042
Q92769,Q15750,0.9079,0.8499,0.5725,0.8286
Q96EV8,P62491,0.7626,1.0,1.0,1.0
P07196,Q5T3J3,0.8271,1.0,1.0,1.0
Q06481,P04233,0.896,0.4351,1.0,0.5086
Q8N668,O00244,1.0,0.4849,1.0,0.3192
P62491,Q9NV70,0.5754,0.6802,1.0,0.4721
Q15910,Q13643,1.0,0.3285,0.6007,0.2672
P84022,P08621,0.9997,0.6236,0.558,0.062
P27918,P08174,0.2943,0.7885,0.4665,1.0
P04637,P48729,0.2503,0.7137,1.0,1.0
O75175,Q9NQX6,0.6127,0.9677,0.5199,0.901
Q9ULX6,P13861,0.189,1.0,1.0,0.9911
Q8TBX8,Q9H6S3,0.5622,1.0,0.9981,0.3874
Q13077,Q96CA5,1.0,0.4368,0.7565,0.3805
P05787,P17980,0.6113,1.0,0.6599,1.0
O75558,Q13643,0.7186,0.8722,0.6126,1.0
Q92786,P84022,1.0,0.9051,0.2756,0.2881
P18847,Q68DY1,0.6537,1.0,0.8295,1.0
Q96CV9,P51149,0.9664,1.0,1.0,0.8905
P63162,P08621,1.0,0.9986,0.3759,0.9011
Q9UM11,P02533,1.0,0.3591,0.808,0.4069
P23511,P20226,0.5543,1.0,0.9851,0.9559
Q49AN0,Q9UKC9,0.9891,1.0,0.9284,0.6797
P49459,P04637,0.5212,1.0,1.0,0.6085
O43447,P98170,0.8389,0.8313,1.0,0.2408
P21246,P55854,0.6094,1.0,1.0,1.0
P08700,P32927,0.2875,1.0,0.9381,0.5221
Q9BR65,P11802,0.3293,0.4309,0.1131,1.0
P20338,P51572,1.0,0.0398,0.5794,1.0
Q00987,P04637,0.5709,1.0,1.0,0.995
P25963,Q70SY1,0.7054,0.2951,0.7334,0.3365
P11802,Q13547,1.0,1.0,1.0,0.4204
O60936,Q01081,0.7332,0.8615,0.6502,0.9916
P06493,Q07817,1.0,0.8069,1.0,0.6295
Q9H2S9,Q9UHX1,0.7564,0.7123,1.0,0.4786
P18847,Q9NQX6,0.9887,0.9424,0.4251,0.6513
P51572,P08670,0.9798,1.0,0.9292,0.7793
P25963,P31150,0.9019,0.0398,0.6468,1.0
Q13485,P08621,0.3724,0.9937,1.0,0.5526
P07196,P51693,0.7789,1.0,1.0,0.9406
Q14192,Q9H6S3,0.969,0.8773,1.0,1.0
P36915,Q9UHX1,0.7298,1.0,1.0,0.284
P36871,P25815,0.3628,1.0,0.8898,0.5273
P18847,Q92785,0.735,0.4052,1.0,0.3494
Q70SY1,Q9UHR5,0.3373,0.4973,0.2503,0.8378
P62136,Q9HB40,0.5319,0.9906,0.2435,0.5213
Q70SY1,Q8TBX8,0.9951,0.6682,1.0,1.0
Q13347,Q04771,0.6102,0.5803,0.983,0.8029
P28482,Q14192,0.1868,0.5455,0.8881,0.5503
P24385,Q9UBD5,0.609,0.8323,0.7009,1.0
P05412,Q9UBD5,0.9994,0.8541,0.8062,1.0
Q92730,Q92785,0.5365,0.9999,1.0,0.042
P21246,P26641,1.0,0.8167,0.3369,1.0
Q16526,Q8NEZ5,0.8633,0.9939,0.4866,0.8938
Q08170,Q49A26,1.0,0.6679,0.4833,0.3924
O15105,P31273,1.0,1.0,0.892,1.0
P63244,Q04759,0.9401,0.763,0.5961,0.4947
P49768,P10415,0.3938,1.0,0.3329,0.3134
P30533,P05067,1.0,0.6307,0.1536,0.042
O75190,P13647,0.5933,0.9895,0.9178,0.9831
O75175,Q02535,1.0,0.422,0.6206,0.861
Q96I24,Q9UHX1,0.8837,0.6463,1.0,0.6674
Q92785,Q9H9D4,0.5399,0.5005,0.9791,0.0635
Q16526,Q07021,0.8821,0.8466,0.8807,0.805
P25815,Q92786,0.3512,0.811,0.9757,0.856
P50750,Q12933,0.8553,0.6821,0.5064,0.7908
P18847,Q8TBX8,0.039,0.4266,0.5489,1.0
O43194,Q9UBU3,0.8432,0.6938,1.0,0.9117
P98170,Q13077,0.6028,1.0,1.0,0.871
P35240,Q9H204,0.039,0.2243,0.5994,1.0
Q9NV70,P61586,0.9362,0.9858,0.3424,1.0
P04637,Q13571,0.674,0.3784,0.8749,0.4328
P48729,P48730,0.467,1.0,1.0,0.7295
Q01094,P49841,0.5405,1.0,0.79,1.0
Q13133,Q96RL1,0.704,0.1416,0.2793,0.4095
P01100,P15559,0.6338,0.5724,0.4664,0.8051
Q49AN0,P17980,0.7209,1.0,1.0,0.6918
P08047,Q13547,0.6048,0.6304,1.0,0.7292
P25963,Q9H6S3,0.039,0.893,0.7283,0.9376
Q9BUB5,P06730,0.0453,0.0946,0.4235,1.0
P26368,Q01081,0.7764,0.4458,0.5555,0.9382
P41240,Q68DY1,0.874,0.9989,1.0,1.0
Q16828,Q9NQX6,0.039,0.2247,1.0,0.8297
P62879,Q02535,1.0,0.9755,0.386,0.3884
Q14192,Q9UH92,0.4512,0.9273,0.6624,0.8607
P35548,P28360,0.7403,0.8674,0.4777,0.4443
P51572,P17706,1.0,0.87,1.0,0.4152
P35222,P62136,1.0,0.7652,1.0,0.0779
Q96B97,Q07955,0.8008,1.0,1.0,0.4616
Q9UKG1,P04792,1.0,1.0,0.7946,1.0
Q15910,Q92890,0.6304,1.0,0.9966,0.4947
Q15910,O95983,0.698,1.0,1.0,0.9694
P36915,Q68DY1,0.5401,0.0398,0.4959,0.9678
P01100,P05067,1.0,0.523,0.7593,0.6841
P36915,Q9H6S3,0.7039,0.86,0.9307,0.1036
P21246,P35222,0.996,0.7121,1.0,0.8688
O14640,P49841,1.0,1.0,0.9958,1.0
P10398,P10415,1.0,0.9911,0.2513,1.0
Q16828,P63096,1.0,0.5804,0.7718,0.2188
Q9UKG1,P51149,1.0,0.405,0.395,0.8641
Q9UDV6,Q9UH92,0.6173,0.5307,0.9855,0.9944
Q9H2S9,Q9H9D4,0.5753,0.8483,0.6939,0.3386
Q8TCT9,Q9Y6X1,0.8745,0.5503,1.0,0.5463
Q9HAV0,P50148,0.7342,0.6265,1.0,1.0
P07196,P26641,0.445,0.8658,0.4266,0.3465
P27361,P67775,0.736,0.343,0.385,1.0
P31269,P84022,1.0,0.4163,1.0,1.0
P04637,Q8N2W9,0.4625,0.7068,1.0,0.7163
P35240,P20226,0.8782,0.599,0.9921,1.0
P25963,Q9UHR5,0.5729,1.0,0.9219,0.946
Q9NQX6,P67775,0.7195,0.7642,1.0,1.0
P28482,P84022,0.0409,0.7354,0.3564,0.4579
Q04759,P31749,1.0,0.3048,0.7086,0.652
P05412,Q13547,0.9921,0.7884,1.0,0.9599
P08621,P63244,0.687,0.9965,1.0,0.5802
Q14192,Q92730,0.8879,0.8065,0.7866,0.7088
P62879,Q9H9D4,0.6235,0.9356,1.0,1.0
P31150,Q02535,0.8,0.3503,0.6489,1.0
O60896,P56589,0.7607,0.6509,1.0,1.0
P31150,Q8TBX8,1.0,0.251,1.0,0.179
Q9H213,Q8N2W9,0.5245,0.8645,0.816,0.5881
P21731,Q9UBU3,0.9376,0.806,0.9904,0.5266
Q5TD97,Q9H9D4,0.7202,0.8107,1.0,0.5472
P31150,P26038,0.0593,1.0,1.0,0.9837
Q02535,Q93096,0.9606,1.0,1.0,1.0
Q7L311,Q8N2W9,1.0,0.9904,0.9068,0.4168
Q9H2S9,Q9UH92,1.0,0.4192,0.5044,1.0
Q16763,P31749,0.7388,1.0,0.9781,0.3689
P49841,O43194,1.0,1.0,0.9361,0.7051
Q16254,P84022,0.773,1.0,0.6389,0.7347
P04637,Q9ULX6,0.7058,0.9228,1.0,0.8611
P26641,Q7L311,1.0,1.0,0.1213,1.0
Q15466,P19793,0.7378,1.0,0.9815,0.7769
P10276,O15379,1.0,0.9815,0.271,0.2425
Q15910,P27348,1.0,1.0,0.3588,1.0
P18847,Q16828,0.3247,0.7124,0.4025,1.0
P24385,P05787,1.0,0.7842,0.9878,0.9126
P15509,P08700,1.0,1.0,0.9484,0.6887
P25815,P07196,0.5699,1.0,1.0,0.4613
Q00987,Q92769,1.0,0.6448,0.8734,1.0
P61587,Q13309,1.0,0.6347,1.0,0.7122
P31150,Q16828,1.0,1.0,0.8227,0.7382
P28482,P42771,0.039,0.9204,0.99,1.0
P45983,Q06481,0.9626,1.0,0.6132,0.8376
P18847,Q9UHX1,0.8436,0.7207,0.5415,0.8215
Q68DY1,Q92730,0.9702,0.3563,1.0,1.0
Q13571,Q6PIZ9,1.0,1.0,0.8012,1.0
Q8N668,P25963,0.3694,0.496,0.7959,1.0
Q16828,Q9H2S9,1.0,0.5658,0.991,1.0
P06493,P26951,1.0,0.4211,1.0,0.999
Q13952,Q13547,0.7216,0.8949,1.0,0.3454
Q9BQY9,P48729,0.7628,1.0,1.0,0.8065
Q12933,Q07955,0.2386,0.8939,0.9835,0.3409
Q9NQX6,Q9UHR5,0.3547,0.7808,0.9797,0.2856
P10147,P08174,0.1684,0.9264,0.9609,0.7388
P62879,Q14192,1.0,0.9727,1.0,0.571
O00167,P15531,0.4764,0.5799,0.919,0.7861
Q8TBX8,Q9UH92,0.3878,1.0,0.828,1.0
P42771,Q01094,1.0,1.0,0.9156,0.7822
Q9UJW3,Q16254,0.693,0.6856,1.0,0.9487
Q15910,P84022,0.9989,0.7204,1.0,0.1184
P18847,P41240,0.7832,0.2342,0.8573,1.0
Q8TBX8,Q92785,0.1389,1.0,0.9955,0.6054
Q7Z434,Q92575,1.0,1.0,0.8038,0.9991
O15116,O95777,1.0,0.3135,1.0,0.8602
Q13347,P60842,0.1372,0.5843,0.6537,0.8113
P04637,Q13232,1.0,0.7957,0.9087,0.042
O75175,Q92785,1.0,0.7093,0.3663,0.5994
Q86XR8,P05787,0.8197,1.0,0.5472,1.0
Q8TCT9,P04233,0.6344,1.0,0.9683,0.8849
Q68DY1,Q9UH92,0.8044,0.9598,0.8008,1.0
P19793,Q05516,1.0,0.5858,0.1537,1.0
Q15276,Q86XR8,1.0,0.9322,0.6287,0.5105
P55854,Q16891,0.7769,0.6861,1.0,0.7491
P01137,P50750,0.2854,0.8881,1.0,1.0
P49841,Q9UHR5,0.9998,0.5323,0.9447,1.0
P60842,P60228,0.8551,0.4467,0.7178,0.9852
Q16384,Q96I24,1.0,0.7365,0.9572,0.9976
P18847,Q02535,0.4554,0.8499,0.4953,0.6442
P35222,P62491,0.99,1.0,0.905,0.9697
P23511,P38936,1.0,0.2084,0.9242,0.2993
Q9ULZ3,P29590,0.4074,1.0,0.2972,1.0
Q13643,Q08117,0.5983,1.0,0.3843,1.0
Q16828,Q8TAU0,1.0,0.9598,0.8113,0.8666
Q969F2,O14640,0.6191,1.0,0.9353,0.4148
Q92785,Q9H2S9,0.7439,1.0,1.0,0.6994
Q93096,Q9H6S3,1.0,0.2595,1.0,0.1472
Q49AN0,Q12933,0.661,1.0,0.9265,0.4638
P51693,Q9H213,0.3053,1.0,1.0,1.0
P62879,Q68DY1,0.7599,0.6592,0.6277,0.88
P41240,P05412,1.0,0.4739,1.0,1.0
P11802,P07948,0.7662,0.6133,0.8274,0.909
Q9UM11,P60842,0.9192,0.9882,0.9443,0.5041
O15379,P18847,0.3045,1.0,1.0,0.563
P18848,Q92785,0.7878,0.2759,0.9671,0.4133
P17036,P31150,0.4818,0.8565,1.0,0.8898
P63244,P63096,0.6063,1.0,0.0398,0.4524
P19793,Q96RL1,0.3353,0.3832,0.9693,0.9968
Q70SY1,Q9UHX1,1.0,0.8556,0.9884,1.0
P04792,P60842,0.5656,1.0,1.0,0.4031
P10398,P49207,0.6625,0.1139,0.99,0.6898
P62879,P42224,1.0,0.5859,0.9627,0.7127
Q8NEU8,Q8IUI8,0.1377,0.554,0.6672,0.9985
P62879,Q16828,0.939,0.4773,0.5234,1.0
Q9NY72,P04637,0.9962,1.0,0.6843,0.7579
P19793,Q13133,0.6986,0.674,0.6882,0.7173
Q8TBX8,Q9H2S9,0.9168,0.5131,0.2781,0.9172
Q9BR65,P28482,0.8202,0.9481,0.9137,0.4945
P42224,Q8TAE8,0.7526,0.7152,0.472,0.8376
P01100,Q00987,0.8775,1.0,0.9874,0.472
Q08117,Q01105,0.5344,0.497,1.0,0.8192
P28328,P56589,0.6704,0.9879,1.0,0.9974
Q00987,Q14192,0.9101,0.907,1.0,0.4253
O75190,P14136,1.0,0.9954,1.0,1.0
Q13158,Q8IUC6,0.2217,0.2149,1.0,0.9897
Q9H2S9,Q9UHR5,0.797,0.7591,0.9315,0.8347
Q13642,Q5TD97,1.0,0.5907,0.2287,1.0
Q12933,P48729,0.1694,0.0423,1.0,0.4512
P10276,A6NIX2,1.0,1.0,0.6615,0.6999
Q92769,Q15942,0.4744,1.0,1.0,0.5364
