Seq_A,Seq_B,RR,RP,LR,LP
P15531,Q13232,0.6485,0.9317,0.5353,0.6783
P36915,Q92785,0.854,0.7408,1.0,0.6341
P26641,Q9H213,0.303,0.9203,0.393,0.158
Q93096,Q9UH92,0.5485,1.0,0.6239,1.0
P51677,P17252,0.9159,0.8715,0.7976,0.5516
Q14192,P41240,0.6256,0.4257,1.0,1.0
P26368,P26038,1.0,1.0,0.9038,0.4104
Q8TBX8,Q9UHX1,1.0,0.5324,1.0,0.9524
Q96B97,Q92956,0.1755,1.0,0.9963,0.1237
P84022,Q9UM13,0.5212,0.993,1.0,1.0
P36915,Q9UH92,0.5605,1.0,0.7361,0.8853
Q13485,Q9BR65,0.3851,0.041,0.8099,1.0
O95361,Q01094,0.2602,1.0,0.1554,0.6435
P38936,Q9UHX1,0.5413,0.5787,1.0,1.0
Q9NY72,Q9UBY5,0.647,0.9017,1.0,0.4196
Q05513,P31946,0.3054,0.9491,0.9953,0.4447
P25490,O75446,1.0,1.0,0.9984,0.9075
P08670,P25963,0.9161,0.949,0.8487,0.4639
Q8TBX8,Q9UHR5,0.8364,1.0,1.0,0.9478
P17252,P25963,0.6579,1.0,1.0,1.0
Q15583,P05067,0.588,0.6979,0.7509,1.0
P24385,P38936,1.0,0.4944,1.0,0.491
P63162,Q13363,0.9704,1.0,0.3193,1.0
O75400,P21246,0.757,0.8577,0.9159,1.0
Q9UI95,P62873,0.0413,0.9096,0.3264,1.0
P17980,P42771,1.0,1.0,0.0407,1.0
Q93096,Q9UHX1,0.9247,0.7152,0.9931,0.6601
P26641,Q5T3J3,0.4142,1.0,1.0,1.0
Q9H9D4,Q9UHX1,0.3212,1.0,0.9704,0.8512
P18847,Q9UH92,0.7492,0.9264,0.6888,1.0
P25963,Q93096,1.0,0.5346,1.0,1.0
P62873,Q6Y2X3,1.0,0.8711,0.7627,0.8493
P15976,Q13547,0.7501,0.7346,1.0,0.9972
P38936,P63244,0.594,1.0,0.7601,0.7084
P17036,Q9UHR5,1.0,1.0,0.5206,1.0
P23297,P25815,0.8531,0.8577,1.0,1.0
Q8NEU8,P51149,0.9428,1.0,0.3829,1.0
P15531,Q00987,1.0,1.0,1.0,0.8294
Q04771,P05111,0.526,0.5775,0.8574,0.8118
Q8N5F7,Q13546,0.6677,0.7275,0.2002,0.6875
Q08117,O15379,1.0,1.0,0.3436,1.0
P60228,Q8IUI8,0.9377,1.0,1.0,1.0
P08621,Q8N5F7,1.0,0.4418,0.5028,1.0
P17661,P23297,0.9896,1.0,0.4558,0.2805
Q9UH92,Q9UHR5,0.5217,0.9326,0.5573,0.4542
Q5T3J3,Q7L311,0.175,0.6814,0.4696,1.0
P31946,Q13309,0.9138,0.9296,0.8533,0.8957
Q9UM11,P17980,1.0,0.9895,0.7536,1.0
O60936,Q07955,0.5133,1.0,0.8659,0.9647
P10276,Q00987,0.988,0.9733,0.6127,1.0
P28482,P24385,0.698,0.6,0.8743,1.0
O75175,Q9UHX1,0.2544,1.0,0.5838,0.7289
P24941,P60228,0.6942,0.8953,0.4839,0.9038
Q68DY1,Q9UHX1,0.6338,0.5779,0.6339,0.5871
P28328,Q04724,0.9811,1.0,1.0,0.9918
P26641,Q16891,0.8659,0.2999,1.0,0.8873
O14640,P48729,1.0,1.0,1.0,1.0
P25963,Q92730,1.0,0.8734,0.9934,1.0
P42771,P29590,0.8867,0.7424,1.0,0.997
P43403,Q6PIZ9,0.6408,1.0,0.4435,0.9195
O75400,Q9H213,0.9469,0.8472,1.0,0.2532
Q01094,Q06546,0.9944,1.0,0.887,0.489
Q13485,Q13547,0.8693,0.9846,1.0,1.0
Q02535,Q9H2S9,0.4939,0.6562,1.0,1.0
O60936,P63162,0.7969,0.0741,0.6623,0.9941
P18847,P36915,1.0,1.0,1.0,0.5932
P17980,P04637,1.0,0.528,1.0,0.472
P41240,Q8N2W9,0.9937,0.8835,0.6369,1.0
P60981,Q9Y2Q3,0.9042,1.0,0.9894,0.1297
P49841,P08621,1.0,1.0,0.9998,0.6462
Q8IUC6,Q13077,1.0,0.8616,1.0,0.5918
O75414,P05067,1.0,0.7514,1.0,0.5402
P15976,Q13077,0.6525,1.0,0.9504,0.3931
Q99986,P55209,0.3916,1.0,0.213,0.466
O00623,O60683,0.6866,1.0,0.4187,0.908
P84022,P36897,1.0,0.4513,1.0,0.6496
P25815,P31269,0.563,0.5693,1.0,0.8561
P06493,O75496,0.3779,0.9972,0.0801,0.5923
P17036,Q93096,0.94,0.2199,1.0,0.7416
O75175,Q9H2S9,0.6969,0.4394,0.6579,0.3535
P04792,Q9BUB5,0.8118,0.9905,0.6707,0.9962
P04141,P26951,0.4172,1.0,0.995,0.7722
Q8TDR0,Q9BUZ4,0.9076,0.7164,1.0,1.0
Q15796,P48730,0.5876,0.8214,1.0,1.0
Q05516,P06493,0.9232,1.0,1.0,0.9525
Q96EV8,P48729,0.4616,0.7392,0.8008,0.2135
P18848,Q16828,1.0,1.0,1.0,1.0
P36915,Q16828,1.0,1.0,0.8607,0.6204
Q92730,Q9H6S3,0.9773,0.2083,0.5031,1.0
Q16828,Q68DY1,0.0714,1.0,1.0,0.6792
P62879,Q6Y2X3,0.8384,1.0,0.5869,0.6608
P18847,Q14192,1.0,0.3242,0.7357,1.0
Q12933,Q9UKG1,1.0,0.9539,1.0,0.871
P38936,P11802,0.8912,0.8506,0.9341,0.707
O15116,O94906,0.1347,0.8446,1.0,0.3148
Q9UDV6,Q9NQX6,0.5821,1.0,0.3606,0.5305
Q13133,P42224,0.9887,0.2386,0.9918,0.8019
O75175,P62879,0.9381,0.9353,0.7259,0.6225
Q06587,P25490,1.0,1.0,1.0,1.0
P06703,P23297,0.2715,0.5543,1.0,0.656
P04637,Q9UKY1,0.3215,1.0,0.6598,0.2497
O75190,P02533,1.0,1.0,1.0,0.3753
Q70SY1,O15492,1.0,0.52,0.3849,0.8874
P17036,Q92730,0.5998,0.3825,0.9944,0.5125
P63165,Q9Y2Q3,0.6194,1.0,1.0,0.9392
Q16891,Q9H213,0.9955,1.0,1.0,0.9443
Q13239,Q6PIZ9,0.2503,0.82,1.0,1.0
Q00987,P25490,1.0,0.7332,0.8838,0.862
Q92769,Q15750,1.0,1.0,0.8918,1.0
Q96EV8,P62491,0.9798,1.0,1.0,0.9167
P07196,Q5T3J3,0.5707,0.5801,1.0,0.9928
Q06481,P04233,0.9149,1.0,1.0,0.8672
Q8N668,O00244,1.0,0.383,0.9965,1.0
P62491,Q9NV70,0.9321,0.9939,0.2696,1.0
Q15910,Q13643,0.8262,0.8654,0.507,1.0
P84022,P08621,0.6639,0.5338,1.0,0.7579
P27918,P08174,0.722,0.6892,0.797,0.9815
P04637,P48729,1.0,0.1693,0.5001,0.3785
O75175,Q9NQX6,0.7868,0.5828,0.7399,0.4391
Q9ULX6,P13861,1.0,0.713,1.0,0.2293
Q8TBX8,Q9H6S3,1.0,0.5643,1.0,0.8471
Q13077,Q96CA5,0.5656,0.9983,0.9455,0.9718
P05787,P17980,0.5722,0.9931,0.4795,1.0
O75558,Q13643,1.0,0.4264,1.0,0.8923
Q92786,P84022,0.7416,0.8013,1.0,1.0
P18847,Q68DY1,0.8502,0.7929,0.5295,0.9977
Q96CV9,P51149,0.8069,0.6834,0.4278,0.5999
P63162,P08621,0.9108,0.6905,0.096,0.827
Q9UM11,P02533,1.0,0.6233,0.7848,0.6262
P23511,P20226,1.0,0.9093,1.0,0.6339
Q49AN0,Q9UKC9,1.0,1.0,0.5637,0.709
P49459,P04637,0.9952,0.0608,1.0,1.0
O43447,P98170,1.0,0.2982,0.8608,1.0
P21246,P55854,1.0,0.4474,1.0,0.6252
P08700,P32927,0.9473,1.0,0.7975,0.885
Q9BR65,P11802,0.7013,0.6288,1.0,0.0393
P20338,P51572,1.0,1.0,1.0,1.0
Q00987,P04637,0.0413,1.0,1.0,1.0
P25963,Q70SY1,1.0,1.0,1.0,0.4849
P11802,Q13547,0.6618,0.5028,0.6924,0.1372
O60936,Q01081,0.8751,0.9588,0.6702,1.0
P06493,Q07817,0.8464,0.6853,1.0,0.6949
Q9H2S9,Q9UHX1,0.7065,0.6365,0.7656,1.0
P18847,Q9NQX6,0.9345,0.8635,0.7523,1.0
P51572,P08670,0.4957,0.9945,0.8236,0.4672
P25963,P31150,1.0,0.6426,1.0,0.9936
Q13485,P08621,0.8703,0.3259,0.7719,1.0
P07196,P51693,0.7887,1.0,0.468,0.9588
Q14192,Q9H6S3,0.3894,1.0,0.2586,0.6994
P36915,Q9UHX1,1.0,0.4637,0.6838,1.0
P36871,P25815,1.0,0.309,1.0,0.8643
P18847,Q92785,0.8749,0.6849,0.2771,1.0
Q70SY1,Q9UHR5,0.9475,1.0,1.0,1.0
P62136,Q9HB40,0.8135,1.0,0.3118,1.0
Q70SY1,Q8TBX8,0.5849,1.0,0.7689,0.8914
Q13347,Q04771,0.6751,0.041,0.9228,1.0
P28482,Q14192,0.7976,1.0,0.5636,1.0
P24385,Q9UBD5,1.0,0.5707,0.769,0.8788
P05412,Q9UBD5,1.0,0.7805,0.2793,1.0
Q92730,Q92785,0.5572,0.7182,0.4318,0.7907
P21246,P26641,0.6952,0.3583,0.9935,0.8654
Q16526,Q8NEZ5,1.0,1.0,0.8057,0.7557
Q08170,Q49A26,0.9974,0.5149,0.9038,1.0
O15105,P31273,0.9289,0.7619,1.0,0.4203
P63244,Q04759,0.9908,1.0,1.0,1.0
P49768,P10415,0.2752,1.0,1.0,1.0
P30533,P05067,0.2456,1.0,1.0,1.0
O75190,P13647,0.1281,0.4127,1.0,0.3772
O75175,Q02535,0.275,0.8866,1.0,1.0
Q96I24,Q9UHX1,1.0,0.5833,1.0,0.7885
Q92785,Q9H9D4,0.2621,1.0,0.9886,0.667
Q16526,Q07021,0.1806,1.0,0.9885,0.6217
P25815,Q92786,0.7028,0.7681,0.3041,0.8044
P50750,Q12933,1.0,0.6085,0.8409,1.0
P18847,Q8TBX8,1.0,1.0,0.4275,1.0
O43194,Q9UBU3,1.0,0.4949,1.0,0.8264
P98170,Q13077,1.0,1.0,1.0,0.991
P35240,Q9H204,1.0,0.654,0.485,0.0393
Q9NV70,P61586,0.6914,1.0,1.0,0.7976
P04637,Q13571,1.0,0.9348,1.0,0.7886
P48729,P48730,0.7737,1.0,1.0,0.3664
Q01094,P49841,0.767,0.8076,1.0,0.6317
Q13133,Q96RL1,1.0,1.0,1.0,1.0
P01100,P15559,1.0,1.0,0.985,0.9845
Q49AN0,P17980,1.0,0.7811,0.9584,0.4382
P08047,Q13547,0.5626,1.0,1.0,0.5
P25963,Q9H6S3,1.0,0.656,1.0,0.9836
Q9BUB5,P06730,0.4269,0.8687,1.0,0.5281
P26368,Q01081,0.4396,1.0,0.9617,1.0
P41240,Q68DY1,0.8468,0.7141,0.1885,0.9467
Q16828,Q9NQX6,0.2426,0.9262,1.0,0.6026
P62879,Q02535,1.0,1.0,0.848,0.6491
Q14192,Q9UH92,0.9918,0.8597,0.7223,1.0
P35548,P28360,0.7403,1.0,1.0,0.993
P51572,P17706,1.0,0.6636,0.6644,0.1631
P35222,P62136,1.0,1.0,0.6562,0.5849
Q96B97,Q07955,1.0,0.2572,0.7934,0.9683
Q9UKG1,P04792,0.4207,1.0,0.6309,0.8408
Q15910,Q92890,0.997,0.32,0.6252,0.306
Q15910,O95983,0.5993,0.9179,1.0,0.898
P36915,Q68DY1,0.6996,0.7448,0.8343,0.9944
P01100,P05067,0.2183,0.1418,1.0,0.2599
P36915,Q9H6S3,0.457,0.175,0.9496,0.9959
P21246,P35222,0.9876,0.127,1.0,0.1346
O14640,P49841,0.4425,1.0,1.0,0.8757
P10398,P10415,0.8255,1.0,0.3251,0.8783
Q16828,P63096,1.0,0.6799,0.8758,0.2038
Q9UKG1,P51149,0.3591,1.0,1.0,0.2699
Q9UDV6,Q9UH92,0.7604,0.3169,0.6889,0.5523
Q9H2S9,Q9H9D4,0.8403,0.9101,0.8275,0.8716
Q8TCT9,Q9Y6X1,0.0413,1.0,0.4697,1.0
Q9HAV0,P50148,0.2478,0.6569,0.7716,0.286
P07196,P26641,1.0,0.6835,0.8548,0.7135
P27361,P67775,1.0,0.3498,0.0407,1.0
P31269,P84022,0.3983,0.7268,0.6292,1.0
P04637,Q8N2W9,1.0,0.9203,0.6021,1.0
P35240,P20226,1.0,0.8851,1.0,1.0
P25963,Q9UHR5,0.7649,0.1371,1.0,0.8773
Q9NQX6,P67775,0.9705,0.6544,0.6531,0.9899
P28482,P84022,0.7914,1.0,1.0,0.693
Q04759,P31749,1.0,0.9948,0.8579,1.0
P05412,Q13547,1.0,0.6769,1.0,1.0
P08621,P63244,1.0,0.7931,0.4167,1.0
Q14192,Q92730,0.761,0.6465,0.632,1.0
P62879,Q9H9D4,1.0,0.6795,0.9488,0.8627
P31150,Q02535,0.5846,0.9644,0.4077,0.9449
O60896,P56589,1.0,1.0,0.8377,0.4154
P31150,Q8TBX8,1.0,1.0,0.4389,1.0
Q9H213,Q8N2W9,0.7583,0.4167,0.0714,0.4722
P21731,Q9UBU3,0.8098,1.0,1.0,1.0
Q5TD97,Q9H9D4,0.4762,0.7945,1.0,0.6444
P31150,P26038,0.7371,0.7933,0.7692,1.0
Q02535,Q93096,0.6532,0.997,0.5457,0.5363
Q7L311,Q8N2W9,1.0,0.607,0.9315,0.9908
Q9H2S9,Q9UH92,0.9916,0.9916,0.9905,1.0
Q16763,P31749,0.5148,1.0,0.3674,1.0
P49841,O43194,1.0,1.0,0.569,0.9969
Q16254,P84022,0.9879,1.0,1.0,0.764
P04637,Q9ULX6,0.8123,0.1687,0.2338,0.9899
P26641,Q7L311,0.9033,1.0,1.0,0.8074
Q15466,P19793,0.5073,0.5679,0.2004,0.6958
P10276,O15379,1.0,1.0,0.459,0.4255
Q15910,P27348,1.0,0.9939,1.0,0.0393
P18847,Q16828,0.8757,1.0,0.7759,0.4237
P24385,P05787,0.776,0.8362,1.0,1.0
P15509,P08700,0.7081,1.0,1.0,0.7238
P25815,P07196,0.7456,0.711,1.0,0.7418
Q00987,Q92769,1.0,0.9957,0.7533,0.7511
P61587,Q13309,1.0,0.9978,1.0,1.0
P31150,Q16828,1.0,0.3411,0.59,0.78
P28482,P42771,1.0,1.0,0.7102,0.6755
P45983,Q06481,0.9165,0.8117,0.9396,1.0
P18847,Q9UHX1,1.0,0.4677,1.0,1.0
Q68DY1,Q92730,1.0,0.5442,1.0,1.0
Q13571,Q6PIZ9,0.63,1.0,0.3907,0.7491
Q8N668,P25963,0.6003,1.0,0.9918,1.0
Q16828,Q9H2S9,0.898,0.8026,1.0,0.885
P06493,P26951,1.0,0.7643,0.6986,0.5701
Q13952,Q13547,0.9019,0.4528,0.3597,0.6731
Q9BQY9,P48729,0.6561,0.5347,0.9933,0.8961
Q12933,Q07955,0.8218,0.3134,0.679,0.8172
Q9NQX6,Q9UHR5,1.0,0.7112,0.9724,0.2661
P10147,P08174,0.7048,1.0,0.0407,1.0
P62879,Q14192,1.0,0.9908,0.2344,1.0
O00167,P15531,0.4691,0.5861,0.8913,0.3495
Q8TBX8,Q9UH92,0.5007,0.5996,1.0,0.3537
P42771,Q01094,1.0,0.7496,1.0,1.0
Q9UJW3,Q16254,0.4882,1.0,0.9965,1.0
Q15910,P84022,0.8362,0.1051,1.0,0.2618
P18847,P41240,1.0,1.0,1.0,0.6163
Q8TBX8,Q92785,0.6003,0.9904,0.6661,0.8043
Q7Z434,Q92575,0.657,0.904,0.8104,0.3283
O15116,O95777,0.7628,1.0,0.2209,1.0
Q13347,P60842,0.5162,1.0,0.5062,0.4379
P04637,Q13232,0.3343,0.7873,0.9209,0.9439
O75175,Q92785,1.0,0.7261,0.5734,1.0
Q86XR8,P05787,1.0,0.5444,1.0,0.9552
Q8TCT9,P04233,0.7732,0.9696,0.9969,0.9276
Q68DY1,Q9UH92,0.7385,1.0,0.6373,0.0393
P19793,Q05516,0.3709,0.4266,0.9718,1.0
Q15276,Q86XR8,0.9981,1.0,1.0,0.6712
P55854,Q16891,1.0,0.9991,0.9892,0.6134
P01137,P50750,1.0,0.7953,0.6208,1.0
P49841,Q9UHR5,0.7612,0.132,1.0,0.7772
P60842,P60228,0.8987,0.8968,1.0,1.0
Q16384,Q96I24,1.0,1.0,1.0,0.8072
P18847,Q02535,0.5897,0.6515,1.0,0.6851
P35222,P62491,0.7259,0.6868,0.7595,1.0
P23511,P38936,1.0,1.0,1.0,0.7319
Q9ULZ3,P29590,0.9077,0.9785,0.7365,1.0
Q13643,Q08117,0.4235,0.047,1.0,1.0
Q16828,Q8TAU0,0.3459,0.6933,0.4431,0.7254
Q969F2,O14640,1.0,1.0,1.0,0.9942
Q92785,Q9H2S9,0.8643,0.4049,1.0,1.0
Q93096,Q9H6S3,0.7096,0.8547,0.5393,0.4801
Q49AN0,Q12933,1.0,1.0,1.0,1.0
P51693,Q9H213,0.1336,0.9973,1.0,1.0
P62879,Q68DY1,0.9959,0.8435,1.0,0.8346
P41240,P05412,0.8599,1.0,0.9387,1.0
P11802,P07948,1.0,1.0,1.0,0.898
Q9UM11,P60842,1.0,0.8937,0.5998,1.0
O15379,P18847,0.9108,0.9334,0.7102,1.0
P18848,Q92785,1.0,0.4226,0.0407,1.0
P17036,P31150,1.0,0.041,1.0,1.0
P63244,P63096,0.5325,0.9985,0.7644,0.6542
P19793,Q96RL1,0.9352,1.0,0.3024,0.6655
Q70SY1,Q9UHX1,0.9197,1.0,0.8799,0.9895
P04792,P60842,0.4512,0.7458,0.9358,0.5272
P10398,P49207,0.1551,1.0,0.83,0.8347
P62879,P42224,0.6109,1.0,1.0,0.9967
Q8NEU8,Q8IUI8,0.0413,1.0,1.0,0.8286
P62879,Q16828,0.752,1.0,0.9516,0.2279
Q9NY72,P04637,0.989,1.0,0.5619,1.0
P19793,Q13133,0.6355,0.2775,1.0,0.3055
Q8TBX8,Q9H2S9,0.4385,0.5009,0.5056,0.7279
Q9BR65,P28482,0.2871,1.0,0.6851,0.6694
P42224,Q8TAE8,0.6043,0.7901,1.0,1.0
P01100,Q00987,1.0,1.0,1.0,0.7504
Q08117,Q01105,0.5386,1.0,0.9887,0.6559
P28328,P56589,1.0,0.5229,0.681,0.679
Q00987,Q14192,1.0,0.041,0.3784,1.0
O75190,P14136,0.8485,1.0,1.0,0.7776
Q13158,Q8IUC6,1.0,0.7104,0.9326,0.9938
Q9H2S9,Q9UHR5,0.6496,1.0,0.8366,1.0
Q13642,Q5TD97,0.82,0.9847,0.6608,0.9529
Q12933,P48729,0.5585,1.0,0.7486,1.0
P10276,A6NIX2,1.0,1.0,1.0,0.3552
Q92769,Q15942,0.7106,1.0,0.7903,0.7128
P36915,Q14192,0.4894,0.5994,1.0,0.9432
P41240,Q93096,0.5788,0.7395,1.0,1.0
Q16828,Q92572,0.7722,1.0,1.0,1.0
